end,dps,filed,concept,eps,ticker,dps_prev,gap
2012-06-30,0.28,2012-08-07,CommonStockDividendsPerShareDeclared,0.45,LEG,0.28,91.0
2012-09-30,0.29,2012-11-08,CommonStockDividendsPerShareDeclared,0.46,LEG,0.28,92.0
2012-12-31,0.2899999999999998,2013-02-28,CommonStockDividendsPerShareDeclared,0.51,LEG,0.29,92.0
2013-03-31,0.29,2013-05-09,CommonStockDividendsPerShareDeclared,0.34,LEG,0.2899999999999998,90.0
2013-06-30,0.29,2013-08-08,CommonStockDividendsPerShareDeclared,0.49,LEG,0.29,91.0
2013-09-30,0.3,2013-11-06,CommonStockDividendsPerShareDeclared,0.49,LEG,0.29,92.0
2013-12-31,0.30000000000000004,2014-02-26,CommonStockDividendsPerShareDeclared,0.04,LEG,0.3,92.0
2014-03-31,0.3,2014-05-07,CommonStockDividendsPerShareDeclared,0.37,LEG,0.30000000000000004,90.0
2014-06-30,0.3,2014-08-05,CommonStockDividendsPerShareDeclared,-0.17,LEG,0.3,91.0
2014-09-30,0.31,2014-11-04,CommonStockDividendsPerShareDeclared,0.34,LEG,0.3,92.0
2014-12-31,0.31000000000000005,2015-02-26,CommonStockDividendsPerShareDeclared,0.15,LEG,0.31,92.0
2015-03-31,0.31,2015-05-06,CommonStockDividendsPerShareDeclared,0.51,LEG,0.31000000000000005,90.0
2015-06-30,0.31,2015-08-05,CommonStockDividendsPerShareDeclared,0.55,LEG,0.31,91.0
2015-09-30,0.32,2015-11-04,CommonStockDividendsPerShareDeclared,0.68,LEG,0.31,92.0
2015-12-31,0.32000000000000006,2016-02-25,CommonStockDividendsPerShareDeclared,0.57,LEG,0.32,92.0
2016-03-31,0.32,2016-05-04,CommonStockDividendsPerShareDeclared,0.64,LEG,0.32000000000000006,91.0
2016-06-30,0.34,2016-08-04,CommonStockDividendsPerShareDeclared,0.88,LEG,0.32,91.0
2016-09-30,0.34,2016-11-08,CommonStockDividendsPerShareDeclared,0.68,LEG,0.34,92.0
2016-12-31,0.3400000000000001,2017-02-22,CommonStockDividendsPerShareDeclared,0.6,LEG,0.34,92.0
2017-03-31,0.34,2017-05-09,CommonStockDividendsPerShareDeclared,0.63,LEG,0.3400000000000001,90.0
2017-06-30,0.36,2017-08-04,CommonStockDividendsPerShareDeclared,0.64,LEG,0.34,91.0
2017-09-30,0.36,2017-11-07,CommonStockDividendsPerShareDeclared,0.61,LEG,0.36,92.0
2017-12-31,0.3599999999999999,2018-02-22,CommonStockDividendsPerShareDeclared,0.27,LEG,0.36,92.0
2018-03-31,0.36,2018-05-08,CommonStockDividendsPerShareDeclared,0.58,LEG,0.3599999999999999,90.0
2018-06-30,0.38,2018-08-03,CommonStockDividendsPerShareDeclared,0.63,LEG,0.36,91.0
2018-09-30,0.38,2018-11-07,CommonStockDividendsPerShareDeclared,0.67,LEG,0.38,92.0
2018-12-31,0.3799999999999999,2019-02-27,CommonStockDividendsPerShareDeclared,0.4,LEG,0.38,92.0
2019-03-31,0.38,2019-05-07,CommonStockDividendsPerShareDeclared,0.46,LEG,0.3799999999999999,90.0
2019-06-30,0.4,2019-08-06,CommonStockDividendsPerShareDeclared,0.64,LEG,0.38,91.0
2019-09-30,0.4,2019-11-05,CommonStockDividendsPerShareDeclared,0.74,LEG,0.4,92.0
2019-12-31,0.3999999999999999,2020-02-20,CommonStockDividendsPerShareDeclared,0.64,LEG,0.4,92.0
2020-03-31,0.4,2020-05-08,CommonStockDividendsPerShareDeclared,0.34,LEG,0.3999999999999999,91.0
2020-06-30,0.4,2020-08-06,CommonStockDividendsPerShareDeclared,-0.05,LEG,0.4,91.0
2020-09-30,0.4,2020-11-05,CommonStockDividendsPerShareDeclared,0.77,LEG,0.4,92.0
2020-12-31,0.3999999999999999,2021-02-24,CommonStockDividendsPerShareDeclared,0.76,LEG,0.4,92.0
2021-03-31,0.4,2021-05-06,CommonStockDividendsPerShareDeclared,0.64,LEG,0.3999999999999999,90.0
2021-06-30,0.42,2021-08-05,CommonStockDividendsPerShareDeclared,0.83,LEG,0.4,91.0
2021-09-30,0.42,2021-11-05,CommonStockDividendsPerShareDeclared,0.71,LEG,0.42,92.0
2021-12-31,0.41999999999999993,2022-02-22,CommonStockDividendsPerShareDeclared,0.77,LEG,0.42,92.0
2022-03-31,0.42,2022-05-05,CommonStockDividendsPerShareDeclared,0.66,LEG,0.41999999999999993,90.0
2022-06-30,0.44,2022-08-04,CommonStockDividendsPerShareDeclared,0.7,LEG,0.42,91.0
2022-09-30,0.44,2022-11-03,CommonStockDividendsPerShareDeclared,0.53,LEG,0.44,92.0
2022-12-31,0.43999999999999995,2023-02-24,CommonStockDividendsPerShareDeclared,0.3899999999999999,LEG,0.44,92.0
2023-03-31,0.44,2023-05-04,CommonStockDividendsPerShareDeclared,0.39,LEG,0.43999999999999995,90.0
2023-06-30,0.46,2023-08-08,CommonStockDividendsPerShareDeclared,0.4,LEG,0.44,91.0
2023-09-30,0.46,2023-11-07,CommonStockDividendsPerShareDeclared,0.39,LEG,0.46,92.0
2023-12-31,0.45999999999999996,2024-02-27,CommonStockDividendsPerShareDeclared,-2.18,LEG,0.46,92.0
2024-03-31,0.46,2024-05-08,CommonStockDividendsPerShareDeclared,0.23,LEG,0.45999999999999996,91.0
2024-06-30,0.05,2024-08-07,CommonStockDividendsPerShareDeclared,-4.39,LEG,0.46,91.0
2024-09-30,0.05,2024-11-07,CommonStockDividendsPerShareDeclared,0.33,LEG,0.05,92.0
2024-12-31,0.04999999999999993,2025-02-26,CommonStockDividendsPerShareDeclared,0.0999999999999992,LEG,0.05,92.0
2025-03-31,0.05,2025-05-07,CommonStockDividendsPerShareDeclared,0.22,LEG,0.04999999999999993,90.0
2025-06-30,0.05,2025-08-07,CommonStockDividendsPerShareDeclared,0.38,LEG,0.05,91.0
2025-09-30,0.05,2025-10-31,CommonStockDividendsPerShareDeclared,0.92,LEG,0.05,92.0
2025-12-31,0.04999999999999999,2026-02-26,CommonStockDividendsPerShareDeclared,0.1799999999999999,LEG,0.05,92.0
2026-03-31,0.05,2026-05-07,CommonStockDividendsPerShareDeclared,0.14,LEG,0.04999999999999999,90.0
2026-06-30,0.05,2026-08-06,CommonStockDividendsPerShareDeclared,0.34,LEG,0.05,91.0
2009-08-31,0.04,2010-10-08,CommonStockDividendsPerShareDeclared,-0.97,LEN,,
2010-02-28,0.04,2011-04-11,CommonStockDividendsPerShareDeclared,-0.04,LEN,0.04,181.0
2010-05-31,0.04,2011-07-11,CommonStockDividendsPerShareDeclared,0.21,LEN,0.04,92.0
2010-08-31,0.04,2010-10-08,CommonStockDividendsPerShareDeclared,0.16,LEN,0.04,92.0
2011-02-28,0.04,2011-04-11,CommonStockDividendsPerShareDeclared,0.15,LEN,0.04,181.0
2011-05-31,0.04,2011-07-11,CommonStockDividendsPerShareDeclared,0.07,LEN,0.04,92.0
2011-08-31,0.04,2011-10-11,CommonStockDividendsPerShareDeclared,0.11,LEN,0.04,92.0
2012-02-29,0.04,2012-04-09,CommonStockDividendsPerShareDeclared,0.08,LEN,0.04,182.0
2012-05-31,0.04,2012-07-10,CommonStockDividendsPerShareDeclared,2.39,LEN,0.04,92.0
2012-08-31,0.04,2012-10-10,CommonStockDividendsPerShareDeclared,0.46,LEN,0.04,92.0
2013-02-28,0.04,2013-04-09,CommonStockDividendsPerShareDeclared,0.3,LEN,0.04,181.0
2013-05-31,0.04,2013-07-10,CommonStockDividendsPerShareDeclared,0.71,LEN,0.04,92.0
2013-08-31,0.04,2013-10-10,CommonStockDividendsPerShareDeclared,0.62,LEN,0.04,92.0
2014-02-28,0.04,2014-04-09,CommonStockDividendsPerShareDeclared,0.38,LEN,0.04,181.0
2014-05-31,0.04,2014-07-03,CommonStockDividendsPerShareDeclared,0.67,LEN,0.04,92.0
2014-08-31,0.04,2014-10-03,CommonStockDividendsPerShareDeclared,0.87,LEN,0.04,92.0
2015-02-28,0.04,2015-04-03,CommonStockDividendsPerShareDeclared,0.56,LEN,0.04,181.0
2015-05-31,0.04,2015-07-02,CommonStockDividendsPerShareDeclared,0.89,LEN,0.04,92.0
2015-08-31,0.04,2015-10-09,CommonStockDividendsPerShareDeclared,1.07,LEN,0.04,92.0
2016-02-29,0.04,2016-04-06,CommonStockDividendsPerShareDeclared,0.68,LEN,0.04,182.0
2024-06-30,0.72,2025-08-01,CommonStockDividendsPerShareCashPaid,2.44,LH,,
2024-09-30,0.72,2025-10-31,CommonStockDividendsPerShareCashPaid,2.02,LH,0.72,92.0
2025-03-31,0.72,2025-04-29,CommonStockDividendsPerShareCashPaid,2.54,LH,0.72,182.0
2025-06-30,0.72,2025-08-01,CommonStockDividendsPerShareCashPaid,2.85,LH,0.72,91.0
2025-09-30,0.72,2025-10-31,CommonStockDividendsPerShareCashPaid,3.14,LH,0.72,92.0
2025-12-31,0.7199999999999998,2026-02-24,CommonStockDividendsPerShareCashPaid,2.009999999999998,LH,0.72,92.0
2026-03-31,0.72,2026-05-04,CommonStockDividendsPerShareCashPaid,3.37,LH,0.7199999999999998,90.0
2026-06-30,0.72,2026-08-05,CommonStockDividendsPerShareCashPaid,3.66,LH,0.72,91.0
2008-09-26,0.2,2009-10-28,CommonStockDividendsPerShareCashPaid,0.89,LHX,,
2009-01-02,0.2,2010-01-28,CommonStockDividendsPerShareCashPaid,-0.29,LHX,0.2,98.0
2009-04-03,0.2,2010-04-29,CommonStockDividendsPerShareCashPaid,0.86,LHX,0.2,91.0
2009-07-03,0.2,2010-08-30,CommonStockDividendsPerShareCashPaid,-1.18,LHX,0.2,91.0
2009-10-02,0.22,2009-10-28,CommonStockDividendsPerShareCashPaid,0.79,LHX,0.2,91.0
2010-01-01,0.22,2010-01-28,CommonStockDividendsPerShareCashPaid,1.07,LHX,0.22,91.0
2010-04-02,0.22,2010-04-29,CommonStockDividendsPerShareCashPaid,1.27,LHX,0.22,91.0
2010-07-02,0.22,2010-08-30,CommonStockDividendsPerShareCashPaid,1.1799999999999995,LHX,0.22,91.0
2010-10-01,0.25,2010-10-28,CommonStockDividendsPerShareCashPaid,1.28,LHX,0.22,91.0
2010-12-31,0.25,2011-01-27,CommonStockDividendsPerShareCashPaid,1.19,LHX,0.25,91.0
2011-04-01,0.25,2011-05-04,CommonStockDividendsPerShareCashPaid,1.1,LHX,0.25,91.0
2011-07-01,0.25,2011-08-29,CommonStockDividendsPerShareCashPaid,1.06,LHX,0.25,91.0
2011-09-30,0.28,2011-10-27,CommonStockDividendsPerShareCashPaid,1.01,LHX,0.25,91.0
2011-12-30,0.28,2012-02-01,CommonStockDividendsPerShareCashPaid,1.17,LHX,0.28,91.0
2012-03-30,0.33,2012-05-02,CommonStockDividendsPerShareCashPaid,-3.15,LHX,0.28,91.0
2012-09-28,0.37,2012-10-31,CommonStockDividendsPerShareCashPaid,-0.77,LHX,0.33,182.0
2012-12-28,0.37,2013-01-30,CommonStockDividendsPerShareCashPaid,0.43,LHX,0.37,91.0
2013-03-29,0.37,2013-05-01,CommonStockDividendsPerShareCashPaid,0.85,LHX,0.37,91.0
2013-09-27,0.42,2013-10-30,CommonStockDividendsPerShareCashPaid,1.17,LHX,0.37,182.0
2013-12-27,0.42,2014-01-29,CommonStockDividendsPerShareCashPaid,1.27,LHX,0.42,91.0
2014-03-28,0.42,2014-04-30,CommonStockDividendsPerShareCashPaid,1.32,LHX,0.42,91.0
2014-09-26,0.47,2014-10-29,CommonStockDividendsPerShareCashPaid,1.19,LHX,0.42,182.0
2015-01-02,0.47,2015-02-10,CommonStockDividendsPerShareCashPaid,1.34,LHX,0.47,98.0
2015-04-03,0.47,2015-05-06,CommonStockDividendsPerShareCashPaid,1.21,LHX,0.47,91.0
2015-10-02,0.5,2015-11-06,CommonStockDividendsPerShareCashPaid,1.2,LHX,0.47,182.0
2016-01-01,0.5,2016-02-03,CommonStockDividendsPerShareCashPaid,-1.23,LHX,0.5,91.0
2016-04-01,0.5,2016-05-04,CommonStockDividendsPerShareCashPaid,1.35,LHX,0.5,91.0
2016-09-30,0.53,2016-11-02,CommonStockDividendsPerShareCashPaid,1.29,LHX,0.5,182.0
2016-12-30,0.53,2017-02-03,CommonStockDividendsPerShareCashPaid,1.42,LHX,0.53,91.0
2017-03-31,0.53,2017-05-03,CommonStockDividendsPerShareCashPaid,0.7,LHX,0.53,91.0
2017-09-29,0.57,2017-10-31,CommonStockDividendsPerShareCashPaid,1.35,LHX,0.53,182.0
2017-12-29,0.57,2018-01-31,CommonStockDividendsPerShareCashPaid,1.17,LHX,0.57,91.0
2018-03-30,0.57,2018-05-03,CommonStockDividendsPerShareCashPaid,1.7,LHX,0.57,91.0
2018-09-28,0.685,2018-10-26,CommonStockDividendsPerShareCashPaid,1.81,LHX,0.57,182.0
2018-12-28,0.685,2019-01-30,CommonStockDividendsPerShareCashPaid,1.91,LHX,0.685,91.0
2019-03-29,0.685,2019-05-02,CommonStockDividendsPerShareCashPaid,2.06,LHX,0.685,91.0
2022-07-01,1.12,2023-07-26,CommonStockDividendsPerShareCashPaid,2.45,LHX,0.685,1190.0
2022-09-30,1.12,2023-10-27,CommonStockDividendsPerShareCashPaid,-1.56,LHX,1.12,91.0
2023-03-31,1.14,2024-04-26,CommonStockDividendsPerShareCashPaid,1.77,LHX,1.12,182.0
2023-06-30,1.14,2023-07-26,CommonStockDividendsPerShareCashPaid,1.84,LHX,1.14,91.0
2023-09-29,1.14,2023-10-27,CommonStockDividendsPerShareCashPaid,2.02,LHX,1.14,91.0
2023-12-29,1.1399999999999997,2024-02-20,CommonStockDividendsPerShareCashPaid,0.839999999999999,LHX,1.14,91.0
2024-03-29,1.16,2024-04-26,CommonStockDividendsPerShareCashPaid,1.49,LHX,1.1399999999999997,91.0
2024-06-28,1.16,2024-07-26,CommonStockDividendsPerShareCashPaid,1.93,LHX,1.16,91.0
2024-09-27,1.16,2024-10-25,CommonStockDividendsPerShareCashPaid,2.11,LHX,1.16,91.0
2025-01-03,1.1600000000000001,2025-02-14,CommonStockDividendsPerShareCashPaid,2.380000000000001,LHX,1.16,98.0
2025-03-28,1.2,2025-04-24,CommonStockDividendsPerShareCashPaid,2.05,LHX,1.1600000000000001,84.0
2025-06-27,1.2,2025-07-24,CommonStockDividendsPerShareCashPaid,2.45,LHX,1.2,91.0
2025-10-03,1.2,2025-10-30,CommonStockDividendsPerShareCashPaid,2.47,LHX,1.2,98.0
2026-01-02,1.2000000000000002,2026-02-12,CommonStockDividendsPerShareCashPaid,1.5999999999999996,LHX,1.2,91.0
2026-04-03,1.25,2026-04-30,CommonStockDividendsPerShareCashPaid,2.74,LHX,1.2000000000000002,91.0
2026-07-03,1.25,2026-07-30,CommonStockDividendsPerShareCashPaid,3.15,LHX,1.25,91.0
2009-06-30,0.14,2010-07-27,CommonStockDividendsPerShareDeclared,0.57,LII,,
2009-09-30,0.14,2010-10-26,CommonStockDividendsPerShareDeclared,0.55,LII,0.14,92.0
2010-03-31,0.15,2011-04-26,CommonStockDividendsPerShareDeclared,-0.02,LII,0.14,182.0
2010-06-30,0.15,2010-07-27,CommonStockDividendsPerShareDeclared,0.88,LII,0.15,91.0
2010-09-30,0.15,2010-10-26,CommonStockDividendsPerShareDeclared,0.78,LII,0.15,92.0
2010-12-31,0.15,2012-02-16,CommonStockDividendsPerShareDeclared,0.52,LII,0.15,92.0
2011-03-31,0.18,2011-04-26,CommonStockDividendsPerShareDeclared,-0.13,LII,0.15,90.0
2011-06-30,0.18,2011-07-26,CommonStockDividendsPerShareDeclared,0.85,LII,0.18,91.0
2011-09-30,0.18,2011-10-25,CommonStockDividendsPerShareDeclared,0.65,LII,0.18,92.0
2011-12-31,0.18,2012-02-16,CommonStockDividendsPerShareDeclared,0.33,LII,0.18,92.0
2012-03-31,0.18,2012-04-24,CommonStockDividendsPerShareDeclared,-0.12,LII,0.18,91.0
2012-06-30,0.18,2012-07-24,CommonStockDividendsPerShareDeclared,0.88,LII,0.18,91.0
2012-09-30,0.2,2012-10-22,CommonStockDividendsPerShareDeclared,0.58,LII,0.18,92.0
2012-12-31,0.2,2013-02-15,CommonStockDividendsPerShareDeclared,0.44,LII,0.2,92.0
2013-03-31,0.2,2013-04-22,CommonStockDividendsPerShareDeclared,0.16,LII,0.2,90.0
2013-06-30,0.24,2013-07-22,CommonStockDividendsPerShareDeclared,1.28,LII,0.2,91.0
2013-09-30,0.24,2013-10-21,CommonStockDividendsPerShareDeclared,1.29,LII,0.24,92.0
2013-12-31,0.24,2014-02-13,CommonStockDividendsPerShareDeclared,0.72,LII,0.24,92.0
2014-03-31,0.24,2014-04-21,CommonStockDividendsPerShareDeclared,0.41,LII,0.24,90.0
2014-06-30,0.3,2014-07-21,CommonStockDividendsPerShareDeclared,1.51,LII,0.24,91.0
2014-09-30,0.3,2014-10-20,CommonStockDividendsPerShareDeclared,1.4,LII,0.3,92.0
2014-12-31,0.3,2015-02-17,CommonStockDividendsPerShareDeclared,0.98,LII,0.3,92.0
2015-03-31,0.3,2015-04-20,CommonStockDividendsPerShareDeclared,0.31,LII,0.3,90.0
2015-06-30,0.36,2015-07-20,CommonStockDividendsPerShareDeclared,1.8,LII,0.3,91.0
2015-09-30,0.36,2015-10-19,CommonStockDividendsPerShareDeclared,1.78,LII,0.36,92.0
2015-12-31,0.36,2016-02-16,CommonStockDividendsPerShareDeclared,0.25,LII,0.36,92.0
2016-03-31,0.36,2016-04-18,CommonStockDividendsPerShareDeclared,0.57,LII,0.36,91.0
2016-06-30,0.43,2016-07-18,CommonStockDividendsPerShareDeclared,2.54,LII,0.36,91.0
2016-09-30,0.43,2016-10-17,CommonStockDividendsPerShareDeclared,2.35,LII,0.43,92.0
2016-12-31,0.43,2017-02-21,CommonStockDividendsPerShareDeclared,0.94,LII,0.43,92.0
2017-03-31,0.43,2017-04-24,CommonStockDividendsPerShareDeclared,1.02,LII,0.43,90.0
2017-06-30,0.51,2017-07-24,CommonStockDividendsPerShareDeclared,2.73,LII,0.43,91.0
2017-09-30,0.51,2017-10-24,CommonStockDividendsPerShareDeclared,2.47,LII,0.51,92.0
2017-12-31,0.51,2018-02-16,CommonStockDividendsPerShareDeclared,1.03,LII,0.51,92.0
2018-03-31,0.51,2018-04-23,CommonStockDividendsPerShareDeclared,0.91,LII,0.51,90.0
2018-06-30,0.64,2018-07-23,CommonStockDividendsPerShareDeclared,3.38,LII,0.51,91.0
2018-09-30,0.64,2018-10-22,CommonStockDividendsPerShareDeclared,2.68,LII,0.64,92.0
2018-12-31,0.64,2019-02-19,CommonStockDividendsPerShareDeclared,1.89,LII,0.64,92.0
2019-03-31,0.64,2020-02-18,CommonStockDividendsPerShareDeclared,1.75,LII,0.64,90.0
2019-06-30,0.77,2020-02-18,CommonStockDividendsPerShareDeclared,2.83,LII,0.64,91.0
2019-09-30,0.77,2020-02-18,CommonStockDividendsPerShareDeclared,2.97,LII,0.77,92.0
2019-12-31,0.77,2020-02-18,CommonStockDividendsPerShareDeclared,2.96,LII,0.77,92.0
2020-03-31,0.77,2021-02-16,CommonStockDividendsPerShareDeclared,0.34,LII,0.77,91.0
2020-06-30,0.77,2021-02-16,CommonStockDividendsPerShareDeclared,2.62,LII,0.77,91.0
2020-09-30,0.77,2021-02-16,CommonStockDividendsPerShareDeclared,3.44,LII,0.77,92.0
2020-12-31,0.77,2021-02-16,CommonStockDividendsPerShareDeclared,2.92,LII,0.77,92.0
2023-09-30,1.275,2024-10-31,CommonStockDividendsPerShareDeclared,3.21,LIN,,
2024-03-31,1.39,2025-05-01,CommonStockDividendsPerShareDeclared,3.38,LIN,1.275,183.0
2024-06-30,1.39,2025-08-01,CommonStockDividendsPerShareDeclared,3.46,LIN,1.39,91.0
2024-09-30,1.39,2024-10-31,CommonStockDividendsPerShareDeclared,3.24,LIN,1.39,92.0
2024-12-31,1.3899999999999997,2025-02-26,CommonStockDividendsPerShareDeclared,3.630000000000001,LIN,1.39,92.0
2025-03-31,1.5,2025-05-01,CommonStockDividendsPerShareDeclared,3.53,LIN,1.3899999999999997,90.0
2025-06-30,1.5,2025-08-01,CommonStockDividendsPerShareDeclared,3.75,LIN,1.5,91.0
2025-09-30,1.5,2025-10-31,CommonStockDividendsPerShareDeclared,4.11,LIN,1.5,92.0
2025-12-31,1.5,2026-02-25,CommonStockDividendsPerShareDeclared,3.299999999999999,LIN,1.5,92.0
2026-03-31,1.6,2026-05-01,CommonStockDividendsPerShareDeclared,4.0,LIN,1.5,90.0
2026-06-30,1.6,2026-07-31,CommonStockDividendsPerShareDeclared,4.17,LIN,1.6,91.0
2018-06-30,1.13,2019-08-02,CommonStockDividendsPerShareDeclared,-0.25,LLY,,
2019-06-30,1.29,2019-08-02,CommonStockDividendsPerShareDeclared,1.44,LLY,1.13,365.0
2020-06-30,0.74,2020-07-31,CommonStockDividendsPerShareDeclared,1.56,LLY,1.29,366.0
2020-09-30,0.74,2020-10-28,CommonStockDividendsPerShareDeclared,1.33,LLY,0.74,92.0
2021-06-30,1.7,2021-08-03,CommonStockDividendsPerShareDeclared,1.53,LLY,0.74,273.0
2022-06-30,1.96,2022-08-04,CommonStockDividendsPerShareDeclared,1.06,LLY,1.7,365.0
2023-06-30,2.26,2023-08-08,CommonStockDividendsPerShareDeclared,1.96,LLY,1.96,365.0
2024-06-30,2.6,2024-08-08,CommonStockDividendsPerShareDeclared,3.29,LLY,2.26,366.0
2025-06-30,3.0,2025-08-07,CommonStockDividendsPerShareDeclared,6.3,LLY,2.6,365.0
2026-06-30,3.46,2026-08-05,CommonStockDividendsPerShareDeclared,7.95,LLY,3.0,365.0
2009-03-29,0.57,2010-04-21,CommonStockDividendsPerShareDeclared,1.69,LMT,,
2010-03-28,0.63,2010-04-21,CommonStockDividendsPerShareDeclared,1.46,LMT,0.57,364.0
2011-03-27,0.75,2012-04-26,CommonStockDividendsPerShareDeclared,1.52,LMT,0.63,364.0
2011-06-26,0.75,2011-07-27,CommonStockDividendsPerShareDeclared,2.16,LMT,0.75,91.0
2011-09-25,1.0,2012-10-25,CommonStockDividendsPerShareDeclared,2.12,LMT,0.75,91.0
2011-12-31,1.0,2011-10-27,CommonStockDividendsPerShareDeclared,2.12,LMT,1.0,97.0
2012-03-25,1.0,2012-04-26,CommonStockDividendsPerShareDeclared,2.06,LMT,1.0,85.0
2012-06-24,1.0,2012-07-25,CommonStockDividendsPerShareDeclared,2.41,LMT,1.0,91.0
2012-09-30,2.15,2012-10-25,CommonStockDividendsPerShareDeclared,2.25,LMT,1.0,98.0
2012-12-31,0.0,2013-02-28,CommonStockDividendsPerShareDeclared,1.76,LMT,2.15,92.0
2013-03-31,1.15,2013-04-25,CommonStockDividendsPerShareDeclared,2.37,LMT,0.0,90.0
2013-06-30,2.3,2013-07-24,CommonStockDividendsPerShareDeclared,2.68,LMT,1.15,91.0
2013-09-29,1.33,2014-10-24,CommonStockDividendsPerShareDeclared,2.72,LMT,2.3,91.0
2013-12-31,1.33,2016-02-24,CommonStockDividendsPerShareDeclared,1.53,LMT,1.33,93.0
2014-03-30,1.33,2014-04-24,CommonStockDividendsPerShareDeclared,2.92,LMT,1.33,89.0
2014-06-29,2.66,2014-07-23,CommonStockDividendsPerShareDeclared,2.81,LMT,1.33,91.0
2014-09-28,1.5,2014-10-24,CommonStockDividendsPerShareDeclared,2.81,LMT,2.66,91.0
2014-12-31,1.5,2016-02-24,CommonStockDividendsPerShareDeclared,2.87,LMT,1.5,94.0
2015-03-29,1.5,2015-04-22,CommonStockDividendsPerShareDeclared,2.78,LMT,1.5,88.0
2015-06-28,3.0,2015-07-22,CommonStockDividendsPerShareDeclared,2.98,LMT,1.5,91.0
2015-09-27,1.65,2015-10-22,CommonStockDividendsPerShareDeclared,2.8,LMT,3.0,91.0
2015-12-31,1.65,2016-02-24,CommonStockDividendsPerShareDeclared,3.05,LMT,1.65,95.0
2016-03-27,1.65,2016-04-27,CommonStockDividendsPerShareDeclared,2.61,LMT,1.65,87.0
2016-06-26,3.3,2016-07-20,CommonStockDividendsPerShareDeclared,3.37,LMT,1.65,91.0
2016-09-25,1.82,2016-10-27,CommonStockDividendsPerShareDeclared,8.02,LMT,3.3,91.0
2016-12-31,1.82,2017-02-09,CommonStockDividendsPerShareDeclared,3.39,LMT,1.82,97.0
2017-03-26,1.82,2017-04-26,CommonStockDividendsPerShareDeclared,2.63,LMT,1.82,85.0
2017-06-25,3.64,2017-07-20,CommonStockDividendsPerShareDeclared,3.27,LMT,1.82,91.0
2017-09-24,1.82,2018-07-24,CommonStockDividendsPerShareDeclared,3.27,LMT,3.64,91.0
2017-12-31,0.17999999999999972,2018-02-06,CommonStockDividendsPerShareDeclared,-2.25,LMT,1.82,98.0
2018-03-25,2.0,2018-04-25,CommonStockDividendsPerShareDeclared,4.05,LMT,0.17999999999999972,84.0
2018-06-24,2.0,2018-07-24,CommonStockDividendsPerShareDeclared,4.08,LMT,2.0,91.0
2018-09-30,4.2,2018-10-25,CommonStockDividendsPerShareDeclared,5.18,LMT,2.0,98.0
2018-12-31,0.0,2019-02-08,CommonStockDividendsPerShareDeclared,4.43,LMT,4.2,92.0
2019-03-31,2.2,2019-04-24,CommonStockDividendsPerShareDeclared,6.03,LMT,0.0,90.0
2019-06-30,4.4,2019-07-23,CommonStockDividendsPerShareDeclared,5.03,LMT,2.2,91.0
2019-09-29,2.4,2019-10-24,CommonStockDividendsPerShareDeclared,5.7,LMT,4.4,91.0
2019-12-31,0.0,2020-02-07,CommonStockDividendsPerShareDeclared,5.32,LMT,2.4,93.0
2020-03-29,2.4,2020-04-22,CommonStockDividendsPerShareDeclared,6.1,LMT,0.0,89.0
2020-06-28,4.8,2020-07-21,CommonStockDividendsPerShareDeclared,5.81,LMT,2.4,91.0
2020-09-27,2.6,2020-10-22,CommonStockDividendsPerShareDeclared,6.08,LMT,4.8,91.0
2020-12-31,1.7763568394002505e-15,2021-01-28,CommonStockDividendsPerShareDeclared,6.41,LMT,2.6,95.0
2021-03-28,2.6,2021-04-21,CommonStockDividendsPerShareDeclared,6.58,LMT,1.7763568394002505e-15,87.0
2021-06-27,5.2,2021-07-26,CommonStockDividendsPerShareDeclared,6.54,LMT,2.6,91.0
2021-09-26,2.8,2021-10-26,CommonStockDividendsPerShareDeclared,2.22,LMT,5.2,91.0
2021-12-31,0.0,2022-01-25,CommonStockDividendsPerShareDeclared,7.51,LMT,2.8,96.0
2022-03-27,2.8,2022-04-20,CommonStockDividendsPerShareDeclared,6.46,LMT,0.0,86.0
2023-03-26,3.0,2023-04-18,CommonStockDividendsPerShareDeclared,6.63,LMT,2.8,364.0
2023-06-25,3.0,2023-10-17,CommonStockDividendsPerShareDeclared,6.65,LMT,3.0,91.0
2024-03-31,3.15,2024-04-23,CommonStockDividendsPerShareDeclared,6.42,LMT,3.0,280.0
2024-09-29,3.15,2024-10-22,CommonStockDividendsPerShareDeclared,6.83,LMT,3.15,182.0
2025-03-30,3.3,2026-04-23,CommonStockDividendsPerShareDeclared,7.3,LMT,3.15,182.0
2025-06-29,3.3,2026-07-23,CommonStockDividendsPerShareDeclared,1.46,LMT,3.3,91.0
2025-09-28,3.3,2025-10-21,CommonStockDividendsPerShareDeclared,6.98,LMT,3.3,91.0
2025-12-31,3.450000000000001,2026-01-29,CommonStockDividendsPerShareDeclared,5.819999999999999,LMT,3.3,94.0
2026-03-29,3.45,2026-04-23,CommonStockDividendsPerShareDeclared,6.47,LMT,3.450000000000001,88.0
2026-06-28,3.45,2026-07-23,CommonStockDividendsPerShareDeclared,7.98,LMT,3.45,91.0
2009-03-31,0.01,2010-05-07,CommonStockDividendsPerShareDeclared,-2.27,LNC,,
2010-03-31,0.01,2010-05-07,CommonStockDividendsPerShareDeclared,0.88,LNC,0.01,365.0
