ticker,end,filing_lag_cal,ann_lag_cal
HON,2011-06-30,22,22.0
HON,2011-09-30,21,21.0
HON,2011-12-31,48,27.0
HON,2012-03-31,20,20.0
HON,2012-06-30,18,18.0
HON,2012-09-30,19,19.0
HON,2012-12-31,46,25.0
HON,2013-03-31,19,19.0
HON,2013-06-30,19,19.0
HON,2013-09-30,18,18.0
HON,2013-12-31,45,24.0
HON,2014-03-31,17,17.0
HON,2014-06-30,18,18.0
HON,2014-09-30,17,17.0
HON,2014-12-31,44,23.0
HON,2015-03-31,17,17.0
HON,2015-06-30,17,17.0
HON,2015-09-30,16,16.0
HON,2015-12-31,43,29.0
HON,2016-03-31,22,22.0
HON,2016-06-30,22,22.0
HON,2016-09-30,21,6.0
HON,2016-12-31,41,27.0
HON,2017-03-31,21,21.0
HON,2017-06-30,21,21.0
HON,2017-09-30,20,11.0
HON,2017-12-31,40,26.0
HON,2018-03-31,20,20.0
HON,2018-06-30,20,20.0
HON,2018-09-30,19,19.0
HON,2018-12-31,39,32.0
HON,2019-03-31,18,18.0
HON,2019-06-30,18,18.0
HON,2019-09-30,17,17.0
HON,2019-12-31,45,31.0
HON,2020-03-31,31,31.0
HON,2020-06-30,24,24.0
HON,2020-09-30,30,23.0
HON,2020-12-31,43,29.0
HON,2021-03-31,23,23.0
HON,2021-06-30,23,23.0
HON,2021-09-30,22,22.0
HON,2021-12-31,42,34.0
HON,2022-03-31,29,29.0
HON,2022-06-30,28,28.0
HON,2022-09-30,27,27.0
HON,2022-12-31,41,33.0
HON,2023-03-31,27,27.0
HON,2023-06-30,27,27.0
HON,2023-09-30,26,10.0
HON,2023-12-31,47,32.0
HON,2024-03-31,25,25.0
HON,2024-06-30,25,10.0
HON,2024-09-30,24,24.0
HON,2024-12-31,413,37.0
HON,2025-03-31,29,29.0
HON,2025-06-30,24,24.0
HON,2025-09-30,23,23.0
HON,2025-12-31,48,29.0
HON,2026-03-31,23,23.0
HON,2026-06-30,23,23.0
HP,2008-06-30,401,31.0
HP,2008-12-31,399,29.0
HP,2009-03-31,400,30.0
HP,2009-06-30,36,30.0
HP,2009-09-30,56,50.0
HP,2009-12-31,34,28.0
HP,2010-03-31,35,29.0
HP,2010-06-30,36,29.0
HP,2010-09-30,419,49.0
HP,2010-12-31,38,27.0
HP,2011-03-31,36,28.0
HP,2011-06-30,39,29.0
HP,2011-09-30,54,48.0
HP,2011-12-31,38,31.0
HP,2012-03-31,34,26.0
HP,2012-06-30,34,27.0
HP,2012-09-30,52,46.0
HP,2012-12-31,38,31.0
HP,2013-03-31,33,25.0
HP,2013-06-30,33,26.0
HP,2013-09-30,58,45.0
HP,2013-12-31,38,30.0
HP,2014-03-31,32,24.0
HP,2014-06-30,39,31.0
HP,2014-09-30,57,44.0
HP,2014-12-31,37,29.0
HP,2015-03-31,31,23.0
HP,2015-06-30,38,30.0
HP,2015-09-30,56,43.0
HP,2015-12-31,36,28.0
HP,2016-03-31,36,32.0
HP,2016-06-30,36,28.0
HP,2016-09-30,54,48.0
HP,2016-12-31,34,26.0
HP,2017-03-31,35,27.0
HP,2017-06-30,35,27.0
HP,2017-09-30,53,47.0
HP,2017-12-31,33,25.0
HP,2018-03-31,34,26.0
HP,2018-06-30,32,26.0
HP,2018-09-30,47,46.0
HP,2018-12-31,30,29.0
HP,2019-03-31,29,24.0
HP,2019-06-30,26,24.0
HP,2019-09-30,46,45.0
HP,2019-12-31,36,34.0
HP,2020-03-31,34,30.0
HP,2020-06-30,29,28.0
HP,2020-09-30,51,50.0
HP,2020-12-31,40,40.0
HP,2021-03-31,29,29.0
HP,2021-06-30,28,28.0
HP,2021-09-30,49,48.0
HP,2021-12-31,31,31.0
HP,2022-03-31,27,27.0
HP,2022-06-30,27,27.0
HP,2022-09-30,48,18.0
HP,2022-12-31,30,30.0
HP,2023-03-31,26,26.0
HP,2023-06-30,26,26.0
HP,2023-09-30,39,18.0
HP,2023-12-31,29,29.0
HP,2024-03-31,24,24.0
HP,2024-06-30,25,24.0
HP,2024-09-30,44,44.0
HP,2024-12-31,36,36.0
HP,2025-03-31,39,37.0
HP,2025-06-30,42,37.0
HP,2025-09-30,52,48.0
HP,2025-12-31,36,35.0
HP,2026-03-31,37,36.0
HP,2026-06-30,37,36.0
HPQ,2008-07-31,404,19.0
HPQ,2009-01-31,404,18.0
HPQ,2009-04-30,404,19.0
HPQ,2009-07-31,39,18.0
HPQ,2009-10-31,47,12.0
HPQ,2010-01-31,39,17.0
HPQ,2010-04-30,39,18.0
HPQ,2010-07-31,40,6.0
HPQ,2010-10-31,45,22.0
HPQ,2011-01-31,39,22.0
HPQ,2011-04-30,39,17.0
HPQ,2011-07-31,40,18.0
HPQ,2011-10-31,44,21.0
HPQ,2012-01-31,41,22.0
HPQ,2012-04-30,39,23.0
HPQ,2012-07-31,41,22.0
HPQ,2012-10-31,57,20.0
HPQ,2013-01-31,39,21.0
HPQ,2013-04-30,37,22.0
HPQ,2013-07-31,40,21.0
HPQ,2013-10-31,60,26.0
HPQ,2014-01-31,39,20.0
HPQ,2014-04-30,40,22.0
HPQ,2014-07-31,40,20.0
HPQ,2014-10-31,48,25.0
HPQ,2015-01-31,39,24.0
HPQ,2015-04-30,39,21.0
HPQ,2015-07-31,39,20.0
HPQ,2015-10-31,46,24.0
HPQ,2016-01-31,32,24.0
HPQ,2016-04-30,34,25.0
HPQ,2016-07-31,32,24.0
HPQ,2016-10-31,45,22.0
HPQ,2017-01-31,30,22.0
HPQ,2017-04-30,32,24.0
HPQ,2017-07-31,31,23.0
HPQ,2017-10-31,45,21.0
HPQ,2018-01-31,29,22.0
HPQ,2018-04-30,36,29.0
HPQ,2018-07-31,28,23.0
HPQ,2018-10-31,43,29.0
HPQ,2019-01-31,33,27.0
HPQ,2019-04-30,30,23.0
HPQ,2019-07-31,29,22.0
HPQ,2019-10-31,42,26.0
HPQ,2020-01-31,34,24.0
HPQ,2020-04-30,36,27.0
HPQ,2020-07-31,35,27.0
HPQ,2020-10-31,40,24.0
HPQ,2021-01-31,33,25.0
HPQ,2021-04-30,35,27.0
HPQ,2021-07-31,34,26.0
HPQ,2021-10-31,39,23.0
HPQ,2022-01-31,35,28.0
HPQ,2022-04-30,34,31.0
HPQ,2022-07-31,33,30.0
HPQ,2022-10-31,36,22.0
HPQ,2023-01-31,29,28.0
HPQ,2023-04-30,31,30.0
HPQ,2023-07-31,42,29.0
HPQ,2023-10-31,48,21.0
HPQ,2024-01-31,28,28.0
HPQ,2024-04-30,30,29.0
HPQ,2024-07-31,29,28.0
HPQ,2024-10-31,43,26.0
HPQ,2025-01-31,28,27.0
HPQ,2025-04-30,29,28.0
HPQ,2025-07-31,28,27.0
HPQ,2025-10-31,40,25.0
HPQ,2026-01-31,25,3.0
HPQ,2026-04-30,28,27.0
HPQ,2026-07-31,27,26.0
HRB,2009-01-31,401,34.0
HRB,2009-07-31,410,35.0
HRB,2009-10-31,600,38.0
HRB,2010-01-31,36,24.0
HRB,2010-04-30,419,55.0
HRB,2010-07-31,45,33.0
HRB,2010-10-31,235,37.0
HRB,2011-01-31,37,37.0
HRB,2011-04-30,423,54.0
HRB,2011-07-31,331,32.0
HRB,2011-10-31,239,32.0
HRB,2012-01-31,147,36.0
HRB,2012-04-30,57,57.0
HRB,2012-07-31,330,36.0
HRB,2012-10-31,238,36.0
HRB,2013-01-31,146,35.0
HRB,2013-04-30,57,43.0
HRB,2013-07-31,36,34.0
HRB,2013-10-31,40,40.0
HRB,2014-01-31,34,34.0
HRB,2014-04-30,50,42.0
HRB,2014-07-31,35,34.0
HRB,2014-10-31,39,38.0
HRB,2015-01-31,33,32.0
HRB,2015-04-30,48,39.0
HRB,2015-07-31,35,32.0
HRB,2015-10-31,39,37.0
HRB,2016-01-31,40,32.0
HRB,2016-04-30,48,40.0
HRB,2016-07-31,32,30.0
HRB,2016-10-31,38,37.0
HRB,2017-01-31,36,35.0
HRB,2017-04-30,47,44.0
HRB,2017-07-31,32,29.0
HRB,2017-10-31,37,36.0
HRB,2018-01-31,36,34.0
HRB,2018-04-30,46,43.0
HRB,2018-07-31,38,28.0
HRB,2018-10-31,37,36.0
HRB,2019-01-31,36,35.0
HRB,2019-04-30,45,42.0
HRB,2019-07-31,37,28.0
HRB,2019-10-31,36,34.0
HRB,2020-01-31,38,34.0
HRB,2020-04-30,48,47.0
HRB,2020-07-31,34,32.0
HRB,2020-09-30,400,69.0
HRB,2020-10-31,38,38.0
HRB,2020-12-31,400,68.0
HRB,2021-01-31,37,37.0
HRB,2021-03-31,405,54.0
HRB,2021-09-30,35,33.0
HRB,2021-12-31,35,32.0
HRB,2022-03-31,40,40.0
HRB,2022-06-30,47,40.0
HRB,2022-09-30,34,32.0
HRB,2022-12-31,38,38.0
HRB,2023-03-31,39,39.0
HRB,2023-06-30,48,46.0
HRB,2023-09-30,38,38.0
HRB,2023-12-31,37,37.0
HRB,2024-03-31,39,39.0
HRB,2024-06-30,46,46.0
HRB,2024-09-30,38,38.0
HRB,2024-12-31,37,35.0
HRB,2025-03-31,37,37.0
HRB,2025-06-30,46,43.0
HRB,2025-09-30,37,37.0
HRB,2025-12-31,36,34.0
HRB,2026-03-31,36,36.0
HRB,2026-06-30,45,42.0
HRL,2009-07-26,404,25.0
HRL,2010-01-24,411,25.0
HRL,2010-04-25,605,24.0
HRL,2010-07-25,40,26.0
HRL,2010-10-31,416,23.0
HRL,2011-01-30,40,23.0
HRL,2011-01-31,324,22.0
HRL,2011-05-01,234,24.0
HRL,2011-07-31,40,25.0
HRL,2011-10-30,52,23.0
HRL,2012-01-29,40,25.0
HRL,2012-04-29,40,24.0
HRL,2012-07-29,40,25.0
HRL,2012-10-28,52,23.0
HRL,2013-01-27,40,25.0
HRL,2013-04-28,40,25.0
HRL,2013-07-28,40,25.0
HRL,2013-10-27,52,30.0
HRL,2014-01-26,40,25.0
HRL,2014-04-27,40,24.0
HRL,2014-07-27,40,25.0
HRL,2014-10-26,52,30.0
HRL,2015-01-25,40,25.0
HRL,2015-04-26,40,24.0
HRL,2015-07-26,40,24.0
HRL,2015-10-25,52,30.0
HRL,2016-01-24,40,23.0
HRL,2016-04-24,40,24.0
HRL,2016-07-24,40,25.0
HRL,2016-10-30,52,23.0
HRL,2017-01-29,40,25.0
HRL,2017-04-30,40,25.0
HRL,2017-07-30,40,25.0
HRL,2017-10-29,52,23.0
HRL,2018-01-28,40,25.0
HRL,2018-04-29,40,25.0
HRL,2018-07-29,40,25.0
HRL,2018-10-28,40,23.0
HRL,2019-01-27,37,25.0
HRL,2019-04-28,37,25.0
HRL,2019-07-28,37,25.0
HRL,2019-10-27,40,30.0
HRL,2020-01-26,37,25.0
HRL,2020-04-26,37,25.0
HRL,2020-07-26,37,30.0
HRL,2020-10-25,40,30.0
HRL,2021-01-24,37,25.0
HRL,2021-04-25,37,25.0
HRL,2021-07-25,40,39.0
HRL,2021-10-31,40,39.0
HRL,2022-01-30,37,30.0
HRL,2022-05-01,32,32.0
HRL,2022-07-31,32,32.0
HRL,2022-10-30,37,31.0
HRL,2023-01-29,32,32.0
HRL,2023-04-30,32,32.0
HRL,2023-07-30,32,32.0
HRL,2023-10-29,38,31.0
HRL,2024-01-28,32,32.0
HRL,2024-04-28,32,32.0
HRL,2024-07-28,38,38.0
HRL,2024-10-27,39,38.0
HRL,2025-01-26,32,32.0
HRL,2025-04-27,32,32.0
HRL,2025-07-27,32,32.0
HRL,2025-10-26,40,3.0
HRL,2026-01-25,32,24.0
HRL,2026-04-26,32,32.0
HRL,2026-07-26,32,32.0
HSIC,2009-03-28,696,37.0
HSIC,2009-06-27,401,38.0
HSIC,2009-09-26,398,39.0
HSIC,2009-12-26,423,59.0
HSIC,2010-03-27,332,38.0
HSIC,2010-06-26,37,37.0
HSIC,2010-09-25,34,34.0
HSIC,2010-12-25,59,59.0
HSIC,2011-03-26,38,38.0
HSIC,2011-06-25,38,38.0
HSIC,2011-09-24,38,38.0
HSIC,2011-12-31,46,46.0
HSIC,2012-03-31,38,38.0
HSIC,2012-06-30,33,33.0
HSIC,2012-09-29,39,39.0
HSIC,2012-12-29,46,46.0
HSIC,2013-03-30,38,38.0
HSIC,2013-06-29,38,38.0
HSIC,2013-09-28,38,38.0
HSIC,2013-12-28,45,45.0
HSIC,2014-03-29,38,38.0
HSIC,2014-06-28,37,37.0
HSIC,2014-09-27,40,40.0
HSIC,2014-12-27,46,46.0
HSIC,2015-03-28,37,37.0
HSIC,2015-06-27,32,32.0
HSIC,2015-09-26,39,39.0
HSIC,2015-12-26,46,46.0
HSIC,2016-03-26,38,38.0
HSIC,2016-06-25,40,40.0
HSIC,2016-09-24,39,39.0
HSIC,2016-12-31,52,52.0
HSIC,2017-04-01,38,38.0
HSIC,2017-07-01,38,38.0
HSIC,2017-09-30,37,37.0
HSIC,2017-12-30,53,52.0
HSIC,2018-03-31,38,38.0
HSIC,2018-06-30,37,37.0
HSIC,2018-09-29,38,38.0
HSIC,2018-12-29,53,53.0
HSIC,2019-03-30,38,38.0
HSIC,2019-06-29,38,38.0
HSIC,2019-09-28,38,38.0
HSIC,2019-12-28,54,54.0
HSIC,2020-03-28,38,38.0
HSIC,2020-06-27,38,38.0
HSIC,2020-09-26,37,37.0
HSIC,2020-12-26,53,53.0
HSIC,2021-03-27,38,38.0
HSIC,2021-06-26,38,38.0
HSIC,2021-09-25,38,38.0
HSIC,2021-12-25,52,52.0
HSIC,2022-03-26,38,38.0
HSIC,2022-06-25,38,38.0
HSIC,2022-09-24,38,38.0
HSIC,2022-12-31,52,47.0
HSIC,2023-04-01,38,38.0
HSIC,2023-07-01,37,37.0
HSIC,2023-09-30,59,44.0
HSIC,2023-12-30,60,59.0
HSIC,2024-03-30,38,38.0
HSIC,2024-06-29,38,38.0
HSIC,2024-09-28,38,38.0
HSIC,2024-12-28,59,32.0
HSIC,2025-03-29,37,37.0
HSIC,2025-06-28,38,38.0
HSIC,2025-09-27,38,38.0
HSIC,2025-12-27,59,59.0
HSIC,2026-03-28,38,38.0
HSIC,2026-06-27,38,38.0
HST,2008-06-13,410,33.0
HST,2008-09-05,406,35.0
HST,2009-06-19,39,33.0
HST,2009-09-11,35,33.0
HST,2013-03-31,397,33.0
HST,2013-06-30,397,33.0
HST,2013-09-30,396,36.0
HST,2013-12-31,57,50.0
HST,2014-03-31,32,31.0
HST,2014-06-30,32,31.0
HST,2014-09-30,31,30.0
HST,2014-12-31,56,50.0
HST,2015-03-31,31,30.0
HST,2015-06-30,31,30.0
HST,2015-09-30,30,29.0
HST,2015-12-31,53,48.0
HST,2016-03-31,29,29.0
HST,2016-06-30,29,29.0
HST,2016-09-30,33,33.0
HST,2016-12-31,55,53.0
HST,2017-03-31,32,28.0
HST,2017-06-30,28,26.0
HST,2017-09-30,33,32.0
HST,2017-12-31,58,52.0
HST,2018-03-31,33,32.0
HST,2018-06-30,39,38.0
HST,2018-09-30,36,32.0
HST,2018-12-31,57,50.0
HST,2019-03-31,33,31.0
HST,2019-06-30,39,37.0
HST,2019-09-30,38,36.0
HST,2019-12-31,56,50.0
HST,2020-06-30,31,31.0
HST,2020-09-30,37,35.0
HST,2021-03-31,35,34.0
HST,2021-06-30,36,34.0
HST,2021-09-30,36,34.0
HST,2021-12-31,55,47.0
HST,2022-03-31,36,34.0
HST,2022-06-30,36,34.0
HST,2022-09-30,35,33.0
HST,2022-12-31,53,46.0
HST,2023-03-31,35,33.0
HST,2023-06-30,35,33.0
HST,2023-09-30,37,32.0
HST,2023-12-31,59,52.0
HST,2024-03-31,33,31.0
HST,2024-06-30,33,31.0
HST,2024-09-30,39,37.0
HST,2024-12-31,57,50.0
HST,2025-03-31,32,30.0
HST,2025-06-30,32,30.0
HST,2025-09-30,38,36.0
HST,2025-12-31,56,49.0
HST,2026-03-31,38,36.0
HST,2026-06-30,38,36.0
HUBB,2009-06-30,388,22.0
HUBB,2009-09-30,387,22.0
HUBB,2010-03-31,387,22.0
HUBB,2010-06-30,23,22.0
HUBB,2010-09-30,22,21.0
HUBB,2010-12-31,411,27.0
HUBB,2011-03-31,22,21.0
HUBB,2011-06-30,22,21.0
HUBB,2011-09-30,21,20.0
HUBB,2011-12-31,46,26.0
HUBB,2012-03-31,20,19.0
HUBB,2012-06-30,20,19.0
HUBB,2012-09-30,19,18.0
HUBB,2012-12-31,44,24.0
HUBB,2013-03-31,19,18.0
HUBB,2013-06-30,19,18.0
HUBB,2013-09-30,18,17.0
HUBB,2013-12-31,49,28.0
HUBB,2014-03-31,22,22.0
HUBB,2014-06-30,22,22.0
HUBB,2014-09-30,24,14.0
HUBB,2014-12-31,50,29.0
HUBB,2015-03-31,24,23.0
HUBB,2015-06-30,24,23.0
HUBB,2015-09-30,23,22.0
HUBB,2015-12-31,49,28.0
HUBB,2016-03-31,27,26.0
HUBB,2016-06-30,27,26.0
HUBB,2016-09-30,26,25.0
HUBB,2016-12-31,47,31.0
HUBB,2017-03-31,26,25.0
HUBB,2017-06-30,26,25.0
HUBB,2017-09-30,25,24.0
HUBB,2017-12-31,46,30.0
HUBB,2018-03-31,25,24.0
HUBB,2018-06-30,25,24.0
HUBB,2018-09-30,24,23.0
HUBB,2018-12-31,46,36.0
HUBB,2019-03-31,31,30.0
HUBB,2019-06-30,31,30.0
HUBB,2019-09-30,30,29.0
HUBB,2019-12-31,45,35.0
HUBB,2020-03-31,31,15.0
HUBB,2020-06-30,31,30.0
HUBB,2020-09-30,28,27.0
HUBB,2020-12-31,42,33.0
HUBB,2021-03-31,28,27.0
HUBB,2021-06-30,28,27.0
HUBB,2021-09-30,27,26.0
HUBB,2021-12-31,42,34.0
HUBB,2022-03-31,27,26.0
HUBB,2022-06-30,27,26.0
HUBB,2022-09-30,26,25.0
HUBB,2022-12-31,40,31.0
HUBB,2023-03-31,28,25.0
HUBB,2023-06-30,26,25.0
HUBB,2023-09-30,32,31.0
HUBB,2023-12-31,39,30.0
HUBB,2024-03-31,31,30.0
HUBB,2024-06-30,31,30.0
HUBB,2024-09-30,30,29.0
HUBB,2024-12-31,408,35.0
HUBB,2025-03-31,32,31.0
HUBB,2025-06-30,30,29.0
HUBB,2025-09-30,29,28.0
HUBB,2025-12-31,43,34.0
HUBB,2026-03-31,31,30.0
HUM,2008-06-30,399,35.0
HUM,2008-09-30,399,27.0
HUM,2009-03-31,392,27.0
HUM,2009-06-30,34,34.0
HUM,2009-09-30,34,33.0
HUM,2009-12-31,414,11.0
HUM,2010-03-31,27,26.0
HUM,2010-06-30,33,33.0
HUM,2010-09-30,32,32.0
HUM,2010-12-31,49,38.0
HUM,2011-03-31,33,26.0
HUM,2011-06-30,32,32.0
HUM,2011-09-30,31,31.0
HUM,2011-12-31,55,6.0
HUM,2012-03-31,30,30.0
HUM,2012-06-30,32,30.0
HUM,2012-09-30,36,36.0
HUM,2012-12-31,53,4.0
HUM,2013-03-31,31,31.0
HUM,2013-06-30,31,31.0
HUM,2013-09-30,37,37.0
HUM,2013-12-31,50,9.0
HUM,2014-03-31,37,37.0
HUM,2014-06-30,30,30.0
HUM,2014-09-30,38,38.0
HUM,2014-12-31,49,12.0
HUM,2015-03-31,29,22.0
HUM,2015-06-30,29,6.0
HUM,2015-09-30,37,37.0
HUM,2015-12-31,49,8.0
HUM,2016-03-31,34,34.0
HUM,2016-06-30,34,34.0
HUM,2016-09-30,35,35.0
HUM,2016-12-31,48,39.0
HUM,2017-03-31,33,33.0
HUM,2017-06-30,33,33.0
HUM,2017-09-30,39,39.0
HUM,2017-12-31,47,38.0
HUM,2018-03-31,32,32.0
HUM,2018-06-30,32,32.0
HUM,2018-09-30,38,38.0
HUM,2018-12-31,52,37.0
HUM,2019-03-31,31,31.0
HUM,2019-06-30,31,31.0
HUM,2019-09-30,37,37.0
HUM,2019-12-31,51,36.0
HUM,2020-03-31,29,29.0
HUM,2020-06-30,36,36.0
HUM,2020-09-30,34,34.0
HUM,2020-12-31,49,34.0
HUM,2021-03-31,28,28.0
HUM,2021-06-30,28,28.0
HUM,2021-09-30,34,34.0
HUM,2021-12-31,48,33.0
HUM,2022-03-31,27,27.0
HUM,2022-06-30,27,27.0
HUM,2022-09-30,33,33.0
HUM,2022-12-31,47,32.0
HUM,2023-03-31,26,26.0
HUM,2023-06-30,33,33.0
HUM,2023-09-30,32,32.0
HUM,2023-12-31,46,18.0
HUM,2024-03-31,24,24.0
HUM,2024-06-30,31,31.0
HUM,2024-09-30,30,30.0
HUM,2024-12-31,51,42.0
HUM,2025-03-31,30,30.0
HUM,2025-06-30,30,30.0
HUM,2025-09-30,36,36.0
HUM,2025-12-31,50,42.0
HUM,2026-03-31,29,29.0
IBM,2008-06-30,393,17.0
IBM,2008-09-30,392,9.0
IBM,2009-03-31,392,20.0
IBM,2009-06-30,28,16.0
IBM,2009-09-30,27,15.0
IBM,2009-12-31,418,19.0
IBM,2010-03-31,27,19.0
IBM,2010-06-30,27,19.0
IBM,2010-09-30,26,18.0
IBM,2010-12-31,53,18.0
IBM,2011-03-31,26,19.0
IBM,2011-06-30,26,18.0
IBM,2011-09-30,25,17.0
IBM,2011-12-31,787,19.0
IBM,2012-03-31,24,17.0
IBM,2012-06-30,31,18.0
IBM,2012-09-30,30,16.0
IBM,2012-12-31,57,22.0
IBM,2013-03-31,30,18.0
IBM,2013-06-30,31,17.0
IBM,2013-09-30,29,16.0
IBM,2013-12-31,56,21.0
IBM,2014-03-31,29,16.0
IBM,2014-06-30,29,17.0
IBM,2014-09-30,28,20.0
IBM,2014-12-31,55,20.0
IBM,2015-03-31,28,20.0
IBM,2015-06-30,28,20.0
IBM,2015-09-30,27,19.0
IBM,2015-12-31,54,19.0
IBM,2016-03-31,26,18.0
IBM,2016-06-30,26,18.0
IBM,2016-09-30,25,17.0
IBM,2016-12-31,59,19.0
IBM,2017-03-31,25,18.0
IBM,2017-06-30,25,18.0
IBM,2017-09-30,31,17.0
IBM,2017-12-31,58,18.0
IBM,2018-03-31,24,17.0
IBM,2018-06-30,31,18.0
IBM,2018-09-30,30,16.0
IBM,2018-12-31,57,22.0
IBM,2019-03-31,30,16.0
IBM,2019-06-30,30,17.0
IBM,2019-09-30,30,16.0
IBM,2019-12-31,56,21.0
IBM,2020-03-31,28,20.0
IBM,2020-06-30,28,20.0
IBM,2020-09-30,27,8.0
IBM,2020-12-31,54,21.0
IBM,2021-03-31,27,19.0
IBM,2021-06-30,27,19.0
IBM,2021-09-30,36,20.0
IBM,2021-12-31,53,24.0
IBM,2022-03-31,26,19.0
IBM,2022-06-30,25,18.0
IBM,2022-09-30,25,19.0
IBM,2022-12-31,59,25.0
IBM,2023-03-31,25,19.0
IBM,2023-06-30,25,19.0
IBM,2023-09-30,31,25.0
IBM,2023-12-31,57,24.0
IBM,2024-03-31,30,24.0
IBM,2024-06-30,30,24.0
IBM,2024-09-30,30,23.0
IBM,2024-12-31,56,29.0
IBM,2025-03-31,24,23.0
IBM,2025-06-30,24,23.0
IBM,2025-09-30,23,22.0
IBM,2025-12-31,55,28.0
IBM,2026-03-31,23,22.0
IBM,2026-06-30,23,14.0
IDXX,2009-06-30,388,24.0
IDXX,2009-09-30,387,23.0
IDXX,2010-03-31,386,23.0
IDXX,2010-06-30,23,23.0
IDXX,2010-09-30,22,22.0
IDXX,2010-12-31,413,28.0
IDXX,2011-03-31,21,21.0
IDXX,2011-06-30,22,22.0
IDXX,2011-09-30,21,21.0
IDXX,2011-12-31,48,27.0
IDXX,2012-03-31,20,20.0
IDXX,2012-06-30,20,20.0
IDXX,2012-09-30,19,19.0
IDXX,2012-12-31,50,29.0
IDXX,2013-03-31,23,23.0
IDXX,2013-06-30,23,23.0
IDXX,2013-09-30,22,22.0
IDXX,2013-12-31,49,35.0
IDXX,2014-03-31,25,25.0
IDXX,2014-06-30,25,25.0
IDXX,2014-09-30,24,24.0
IDXX,2014-12-31,48,30.0
IDXX,2015-03-31,28,28.0
IDXX,2015-06-30,30,30.0
IDXX,2015-09-30,28,28.0
IDXX,2015-12-31,48,29.0
IDXX,2016-03-31,29,29.0
IDXX,2016-06-30,33,33.0
IDXX,2016-09-30,32,32.0
IDXX,2016-12-31,48,33.0
IDXX,2017-03-31,28,28.0
IDXX,2017-06-30,32,32.0
IDXX,2017-09-30,31,31.0
IDXX,2017-12-31,47,5.0
IDXX,2018-03-31,34,34.0
IDXX,2018-06-30,32,32.0
IDXX,2018-09-30,32,32.0
IDXX,2018-12-31,46,32.0
IDXX,2019-03-31,31,31.0
IDXX,2019-06-30,32,32.0
IDXX,2019-09-30,31,31.0
IDXX,2019-12-31,45,31.0
IDXX,2020-03-31,30,30.0
IDXX,2020-06-30,31,31.0
IDXX,2020-09-30,29,29.0
IDXX,2020-12-31,43,33.0
IDXX,2021-03-31,34,34.0
IDXX,2021-06-30,30,30.0
IDXX,2021-09-30,33,33.0
IDXX,2021-12-31,47,33.0
IDXX,2022-03-31,34,34.0
IDXX,2022-06-30,33,33.0
IDXX,2022-09-30,32,32.0
IDXX,2022-12-31,47,37.0
IDXX,2023-03-31,32,32.0
IDXX,2023-06-30,32,32.0
IDXX,2023-09-30,32,32.0
IDXX,2023-12-31,53,36.0
IDXX,2024-03-31,31,31.0
IDXX,2024-06-30,37,37.0
IDXX,2024-09-30,31,31.0
IDXX,2024-12-31,52,34.0
IDXX,2025-03-31,31,31.0
IDXX,2025-06-30,35,35.0
IDXX,2025-09-30,34,34.0
IDXX,2025-12-31,51,33.0
IDXX,2026-03-31,35,35.0
IDXX,2026-06-30,35,35.0
IEX,2009-06-30,402,21.0
IEX,2009-09-30,400,20.0
IEX,2010-03-31,398,19.0
IEX,2010-06-30,37,20.0
IEX,2010-09-30,35,19.0
IEX,2010-12-31,420,34.0
IEX,2011-03-31,33,21.0
IEX,2011-06-30,39,21.0
IEX,2011-09-30,31,20.0
IEX,2011-12-31,55,38.0
IEX,2012-03-31,38,24.0
IEX,2012-06-30,32,24.0
IEX,2012-09-30,33,23.0
IEX,2012-12-31,52,36.0
IEX,2013-03-31,36,23.0
IEX,2013-06-30,36,23.0
IEX,2013-09-30,31,22.0
IEX,2013-12-31,44,30.0
IEX,2014-03-31,29,23.0
IEX,2014-06-30,29,23.0
IEX,2014-09-30,27,21.0
IEX,2014-12-31,54,29.0
IEX,2015-03-31,28,21.0
IEX,2015-06-30,27,23.0
IEX,2015-09-30,27,20.0
IEX,2015-12-31,50,28.0
IEX,2016-03-31,25,19.0
IEX,2016-06-30,32,19.0
IEX,2016-09-30,25,18.0
IEX,2016-12-31,54,31.0
IEX,2017-03-31,26,20.0
IEX,2017-06-30,26,26.0
IEX,2017-09-30,23,17.0
IEX,2017-12-31,53,30.0
IEX,2018-03-31,30,30.0
IEX,2018-06-30,25,25.0
IEX,2018-09-30,24,24.0
IEX,2018-12-31,59,30.0
IEX,2019-03-31,26,26.0
IEX,2019-06-30,26,26.0
IEX,2019-09-30,30,30.0
IEX,2019-12-31,52,30.0
IEX,2020-03-31,24,24.0
IEX,2020-06-30,24,24.0
IEX,2020-09-30,28,28.0
IEX,2020-12-31,56,35.0
IEX,2021-03-31,28,28.0
IEX,2021-06-30,28,28.0
IEX,2021-09-30,27,27.0
IEX,2021-12-31,55,33.0
IEX,2022-03-31,27,27.0
IEX,2022-06-30,27,27.0
IEX,2022-09-30,26,26.0
IEX,2022-12-31,54,32.0
IEX,2023-03-31,27,27.0
IEX,2023-06-30,27,27.0
IEX,2023-09-30,26,26.0
IEX,2023-12-31,53,38.0
IEX,2024-03-31,24,24.0
IEX,2024-06-30,32,32.0
IEX,2024-09-30,30,30.0
IEX,2024-12-31,51,35.0
IEX,2025-03-31,31,31.0
IEX,2025-06-30,30,30.0
IEX,2025-09-30,29,29.0
IEX,2025-12-31,50,35.0
IEX,2026-03-31,29,29.0
