s_int,s_rep,i,sigma2_int,sigma2_rep,truth_R1,est_R1,ucl90_R1,covers_R1,mls90_R1,mls_covers_R1,n_seeds_mls_R1,truth_R3,est_R3,ucl90_R3,covers_R3,mls90_R3,mls_covers_R3,n_seeds_mls_R3,n_seeds_truth_R1,n_seeds_plugin_R1
0.0,0.05,34,5.315607814334114e-05,0.0026410032387454846,0.07071067811865477,0.07304219708931482,0.07564816743211548,True,0.07676381625225451,True,77,0.040824829046386304,0.04258902328034378,0.04477605269113923,True,0.04737824148997007,True,30,66,75
0.0,0.05,35,2.2471200380702085e-05,0.0027154978304370133,0.07071067811865477,0.07384759211548288,0.07669664794561322,True,0.07759398097145434,True,79,0.040824829046386304,0.04281124954189858,0.044705651516505816,True,0.047625457525333245,True,30,66,77
0.0,0.05,36,8.477625753502754e-05,0.002614748699980673,0.07071067811865477,0.07289906486023241,0.0750968267053223,True,0.07663012017511013,True,77,0.040824829046386304,0.04275443903879623,0.04396250145963324,True,0.04756225857105265,True,30,66,74
0.0,0.05,37,0.0,0.002624888376748876,0.07071067811865477,0.07245534316734517,0.07760766528651414,True,0.0757718766596691,True,75,0.040824829046386304,0.041832111881893445,0.0448494508346651,True,0.045936702178120646,True,28,66,79
0.0,0.05,38,2.0205996902820413e-05,0.002310277709090829,0.07071067811865477,0.06812313421360235,0.07124931451044084,True,0.07157970849286821,True,67,0.040824829046386304,0.039501786495001794,0.041544155616330854,True,0.04394383894474526,True,26,66,67
0.0,0.05,39,0.0,0.002606541116467232,0.07071067811865477,0.07220167749390913,0.0746635261843939,True,0.07170987731402668,True,68,0.040824829046386304,0.04168565793705098,0.04310700694120649,True,0.038761169874060176,False,20,66,73
0.0,0.05,40,0.00034793740675622396,0.002257024140399098,0.07071067811865477,0.0697279405084821,0.07103263948472027,True,0.07345703311404217,True,71,0.040824829046386304,0.043042074381031976,0.043628771587806786,True,0.047882239064988626,True,30,66,66
0.0,0.05,41,0.0004507449948385235,0.0021638307644856886,0.07071067811865477,0.0691260191520523,0.07030661097925908,False,0.07289364458005347,True,70,0.040824829046386304,0.04351205393714462,0.04421348753886062,True,0.04840506873305314,True,31,66,65
0.0,0.05,42,0.0004918072369385141,0.002378893342583029,0.07071067811865477,0.07245408147305832,0.07364005230404287,True,0.0764009552897288,True,77,0.040824829046386304,0.04558219095210175,0.04613948403075366,True,0.050707996667473075,True,34,66,71
0.0,0.05,43,0.0003795906665374272,0.0024101203747228187,0.07071067811865477,0.0721098565799646,0.07281401681260102,True,0.07597089845691699,True,76,0.040824829046386304,0.044568347322054766,0.04551560731532802,True,0.04958014435629779,True,33,66,70
0.0,0.05,44,0.00016084654994468818,0.0027830989771361046,0.07071067811865477,0.07567723901026581,0.07752756683241864,True,0.07958651512074463,True,83,0.040824829046386304,0.044902626516000424,0.04557943060565295,True,0.04995201389346887,True,33,66,79
0.0,0.05,45,0.0003729291886897929,0.0024268706948164347,0.07071067811865477,0.072295716182376,0.07412798966172822,True,0.0761614627493218,True,76,0.040824829046386304,0.04461886355829878,0.04632762329814489,True,0.04963634124121292,True,33,66,72
0.0,0.05,46,0.0002476437812249251,0.002569209320306527,0.07071067811865477,0.07338979780485827,0.07486950407631185,True,0.07723439624535576,True,78,0.040824829046386304,0.04427696912349139,0.04518815179563876,True,0.049256000114586106,True,32,66,74
0.0,0.05,47,0.0,0.0025840108923813384,0.07071067811865477,0.07188895453936353,0.07466300330044681,True,0.07512442993659413,True,74,0.040824829046386304,0.041505107255062304,0.04323082653400558,True,0.045482108071900125,True,27,66,73
0.0,0.05,48,0.00034835838535733567,0.0022829160172399107,0.07071067811865477,0.07010128686291826,0.07144238964313282,True,0.0738482694790924,True,72,0.040824829046386304,0.04324699292263694,0.04432417375680698,True,0.048110201093749534,True,31,66,67
0.0,0.05,49,9.770814883389568e-05,0.0025680686665781184,0.07071067811865477,0.07234532107876869,0.07526928238603942,True,0.07605565176926037,True,76,0.040824829046386304,0.04254120269283229,0.044279159759166395,True,0.04732504338471188,True,30,66,74
0.0,0.05,50,0.0,0.0025113656619760558,0.07071067811865477,0.07087123058020166,0.0734478153045538,True,0.07330746623369773,True,71,0.040824829046386304,0.04091752405327947,0.042421905683220254,True,0.043516612437808834,True,25,66,71
0.0,0.05,51,0.00044693425012531213,0.0022640920792231212,0.07071067811865477,0.07053451926944392,0.07217919722457078,True,0.07436441495250869,True,73,0.040824829046386304,0.04423040774859975,0.04528053394122329,True,0.04920420282284734,True,32,66,68
0.0,0.05,52,0.0,0.002480550544464928,0.07071067811865477,0.07043508421894487,0.07318675497240774,True,0.07333926334409577,True,71,0.040824829046386304,0.04066571483420178,0.042287038347893505,True,0.044099479296717634,True,26,66,70
0.0,0.05,53,0.00022699695963008019,0.0025263716218183927,0.07071067811865477,0.07266182080891495,0.07455229295492767,True,0.07645929375336499,True,77,0.040824829046386304,0.043717784796453364,0.04418264775012306,True,0.04863393442621797,True,31,66,73
0.0,0.05,54,0.0,0.002419775014044692,0.07071067811865477,0.06956687450280762,0.07268542147679972,True,0.07064537940271516,False,66,0.040824829046386304,0.04016445372087689,0.04196494765579173,True,0.040330493966714766,False,22,66,69
0.0,0.05,55,0.0004348694753923707,0.002443610872177734,0.07071067811865477,0.07295266424023072,0.0739330452873511,True,0.07688708167613295,True,78,0.040824829046386304,0.04543064373501136,0.04665109731203221,True,0.05053940767210732,True,34,66,72
0.0,0.05,56,0.0002762972698998325,0.0027066928037821347,0.07071067811865477,0.07542998659329128,0.07698636199465458,True,0.07938958859556411,True,83,0.040824829046386304,0.04561533885753697,0.04622623414027547,True,0.05074487211911842,True,34,66,78
0.0,0.05,57,5.3610124476244575e-05,0.0024099725838079553,0.07071067811865477,0.06981085368402362,0.07274695234059642,True,0.07337058551529924,True,71,0.040824829046386304,0.04074626993580576,0.042433011090128786,True,0.04532826696039999,True,27,66,70
0.0,0.05,58,0.00011465453455719327,0.0021113500782273167,0.07071067811865477,0.06585859618160583,0.06755884221855905,False,0.0692563436216741,False,63,0.040824829046386304,0.039015653952937976,0.03959554922399279,False,0.04340303985615328,True,25,66,60
0.0,0.05,59,0.0,0.0025083505501039788,0.07071067811865477,0.07082867427961614,0.07436467317628033,True,0.07305427184059211,True,70,0.040824829046386304,0.040892954161680706,0.04294781142457851,True,0.04311785543002593,True,25,66,73
0.0,0.05,60,0.000304599910776572,0.0025971845689352906,0.07071067811865477,0.07415503387260472,0.0758256935764882,True,0.07806906526614926,True,80,0.040824829046386304,0.04512268043973857,0.0456837947281712,True,0.0501968133074177,True,33,66,76
0.0,0.05,61,0.0,0.0028339350059484944,0.07071067811865477,0.07528525759999091,0.07906765321632887,True,0.07672282933753073,True,77,0.040824829046386304,0.04346596374136507,0.04565076369622859,True,0.04414650896594937,True,26,66,82
0.0,0.05,62,0.00018250991480399685,0.0023682717216771828,0.07071067811865477,0.07013596337228399,0.072083324175893,True,0.0737844779445288,True,72,0.040824829046386304,0.04196853260784146,0.042622856032618894,True,0.0466879754387724,True,29,66,68
0.0,0.05,63,0.0009212367867307703,0.0025539202925274587,0.07071067811865477,0.07764713369974251,0.07882905607475642,True,0.08209811714755456,True,88,0.040824829046386304,0.051223532825083525,0.05236451389871522,True,0.05698371836755178,True,43,66,82
0.0,0.05,64,0.0,0.0026057054640274235,0.07071067811865477,0.07219010270151198,0.07553523410926903,True,0.07200217766879101,True,68,0.040824829046386304,0.04167897522754467,0.04361028774628788,True,0.03935501980331679,False,21,66,75
0.0,0.05,65,0.0,0.002639644419625796,0.07071067811865477,0.07265871481970756,0.07527148450844882,True,0.07490171273842926,True,74,0.040824829046386304,0.041949528560130414,0.04346664414235883,True,0.04416017898280293,True,26,66,74
0.0,0.05,66,0.00019937841821858113,0.0024214072045119113,0.07071067811865477,0.0710083996949826,0.07297487001832262,True,0.07470937618093489,True,73,0.040824829046386304,0.042586968521992605,0.044171550950514275,True,0.047375955670059984,True,30,66,70
0.0,0.05,67,0.0,0.0024010522262339316,0.07071067811865477,0.06929721821594186,0.07302922963188013,True,0.0715740432925563,True,67,0.040824829046386304,0.040008767591066266,0.04222943684175636,True,0.04236285947429955,True,24,66,70
0.0,0.05,68,0.00021142288308836866,0.00224293399555228,0.07071067811865477,0.06853678482532521,0.07012125340620565,False,0.07212439373678,True,68,0.040824829046386304,0.04131237361198888,0.04224697836707858,True,0.04595803009213498,True,28,66,65
0.0,0.05,69,0.0005257321003229003,0.0020772990460978698,0.07071067811865477,0.06841293878001908,0.06929587957171014,False,0.07219913856470907,True,69,0.040824829046386304,0.04371038928052247,0.044307977647393,True,0.0486257072701874,True,31,66,63
0.0,0.05,70,0.0,0.002820857224155036,0.07071067811865477,0.07511134700103622,0.0781309281118941,True,0.07721922429667458,True,78,0.040824829046386304,0.04336555641024365,0.045109828988227955,True,0.04527216856838141,True,27,66,80
0.0,0.05,71,0.0,0.002300078168894606,0.07071067811865477,0.0678244523589333,0.07049979119112913,False,0.06991909572067231,False,64,0.040824829046386304,0.03915846582706908,0.04076153454008659,False,0.04122360957568604,True,23,66,65
0.0,0.05,72,5.311496669532204e-05,0.0023332900825141023,0.07071067811865477,0.06870003734877825,0.07031754681394653,False,0.07220379192366366,True,69,0.040824829046386304,0.04010787564022047,0.0408068891458448,False,0.04461808398900465,True,26,66,65
0.0,0.05,73,0.0,0.0027805072172202034,0.07071067811865477,0.07457220953170428,0.07901147963346575,True,0.07745648701453738,True,79,0.040824829046386304,0.043054285247194644,0.045663543570455926,True,0.04635583648178152,True,29,66,82
0.0,0.05,74,7.529696804204158e-05,0.0024573960947808977,0.07071067811865477,0.07064056311782796,0.07342939328825054,True,0.07425367313532093,True,72,0.040824829046386304,0.041395181256147516,0.04302118948489244,True,0.04605014961636868,True,28,66,71
0.0,0.05,75,0.00019778258811372273,0.00257547910145504,0.07071067811865477,0.07313508590973147,0.07439877399244299,True,0.0769392435282476,True,78,0.040824829046386304,0.04375806960722121,0.04441987239293553,True,0.04867874934203261,True,31,66,73
0.0,0.05,76,4.8425864914713795e-05,0.0025459999512805315,0.07071067811865477,0.07169676260108107,0.07372821844502447,True,0.07534835185576423,True,75,0.040824829046386304,0.041782282917145655,0.043019794295516264,True,0.04648078160938747,True,29,66,71
0.0,0.05,77,0.0,0.0024951685605704758,0.07071067811865477,0.07064231820333298,0.07422992611037334,True,0.07372862724442932,True,71,0.040824829046386304,0.0407853614308735,0.04300090443224766,True,0.044531832752660074,True,26,66,72
0.0,0.05,78,0.0,0.0025459802417452915,0.07071067811865477,0.07135797421094985,0.07504104364494629,True,0.07357146402497786,True,71,0.040824829046386304,0.041198545619518266,0.04333387509896037,True,0.04338867370726281,True,25,66,74
0.0,0.05,79,1.7162454212822555e-05,0.0026218437616146173,0.07071067811865477,0.07253171704462853,0.07541095347401514,True,0.07620902494230908,True,76,0.040824829046386304,0.042012596864383835,0.04411006280183137,True,0.04673699480636386,True,29,66,75
0.0,0.05,80,0.00017336313603792393,0.0024066276304485945,0.07071067811865477,0.0706159925012395,0.07314078409888597,True,0.07428277407522364,True,72,0.040824829046386304,0.042163746943754736,0.043447539518853606,True,0.046905142005103866,True,29,66,70
0.0,0.05,81,0.0,0.002299438339795342,0.07071067811865477,0.06781501809769488,0.07050083552423513,False,0.07065057583308776,False,66,0.040824829046386304,0.039153018953803485,0.040827618950763006,True,0.042527894565888784,True,24,66,65
0.0,0.05,82,0.0001070107516381257,0.002312310230031396,0.07071067811865477,0.0687868534801594,0.07127136613191061,True,0.0723253011970386,True,69,0.040824829046386304,0.04060235097863657,0.041985871694970006,True,0.045168164037567904,True,27,66,67
0.0,0.05,83,0.0002610769884648721,0.0023110058529823953,0.07071067811865477,0.06987910055538539,0.07152488182473092,True,0.07356173382918992,True,71,0.040824829046386304,0.042446997033003434,0.04338512368380464,True,0.04722024411585535,True,30,66,67
0.0,0.05,84,6.073226277878026e-05,0.0022428222484300892,0.07071067811865477,0.06742682522289596,0.06975332411750497,False,0.07087107245111701,True,66,0.040824829046386304,0.0394454952442672,0.0409794383542954,True,0.04388121763376753,True,26,66,64
0.0,0.05,85,0.0002729246771251885,0.0021249410914258404,0.07071067811865477,0.0672518167782616,0.06912764699141845,False,0.07081570706409235,True,66,0.040824829046386304,0.04110416124200909,0.04195732218257039,True,0.045726403837614726,True,28,66,63
0.0,0.05,86,2.006715590622491e-06,0.0026759309000505913,0.07071067811865477,0.0731701340417783,0.07588819253070475,True,0.07687196064991336,True,78,0.040824829046386304,0.04226062764509873,0.04401773344480078,True,0.0470129171290784,True,29,66,76
0.0,0.05,87,0.00021272928258690487,0.0025997816097215664,0.07071067811865477,0.07356828462068446,0.07591814002756721,True,0.07740196822497311,True,79,0.040824829046386304,0.044112549488793805,0.04498714091380762,True,0.04907309117330522,True,32,66,76
0.0,0.05,88,0.0,0.0025954282992759568,0.07071067811865477,0.07204759953358553,0.07452664250117762,True,0.07282157791806937,True,70,0.040824829046386304,0.04159670098518196,0.043027977109853906,True,0.04112616815527056,True,23,66,73
0.0,0.05,89,0.0,0.002841699921261069,0.07071067811865477,0.07538832696460467,0.07858153916902698,True,0.07731534059181784,True,78,0.040824829046386304,0.04352547086677002,0.04536907279257284,True,0.045098123842749076,True,27,66,81
0.0,0.05,90,8.663863382637679e-05,0.002650775929090334,0.07071067811865477,0.07340429477903214,0.07628561081443044,True,0.07716156788582826,True,78,0.040824829046386304,0.04305604007050887,0.044790503166925774,True,0.0478977752233141,True,30,66,76
0.0,0.05,91,4.1812122387522655e-05,0.0023961982045103913,0.07071067811865477,0.06952847281084423,0.07307526711566997,True,0.07306759572389636,True,70,0.040824829046386304,0.04048799318391956,0.04246578077871897,True,0.04504094648719822,True,27,66,70
0.0,0.05,92,0.00013989619101536545,0.0023146835837491177,0.07071067811865477,0.06905985344984161,0.07131279788354447,True,0.07263073227547366,True,69,0.040824829046386304,0.041024609445812446,0.04229806046800662,True,0.045637906287756505,True,28,66,67
0.0,0.05,93,0.0,0.002802567718308089,0.07071067811865477,0.07486745245175755,0.07812137214340228,True,0.07809113123367224,True,80,0.040824829046386304,0.04322474382656373,0.04519888510496888,True,0.04711313415513927,True,29,66,80
0.0,0.05,94,0.00023998134694350128,0.002375257825982393,0.07071067811865477,0.07064344979478485,0.07296639412845304,True,0.07435039002148046,True,73,0.040824829046386304,0.04270230162725537,0.04416135370365237,True,0.047504258206536545,True,30,66,70
0.0,0.05,95,0.0002805763608661764,0.0025731592493580453,0.07071067811865477,0.07366746133526163,0.07591456933654801,True,0.07754425398142605,True,79,0.040824829046386304,0.04467679330970618,0.04650196737135141,True,0.04970078530543968,True,33,66,76
0.0,0.05,96,0.0,0.002642393010827178,0.07071067811865477,0.07269653376643453,0.07610315459665612,True,0.07610407826081025,True,76,0.040824829046386304,0.0419713633392037,0.04400821034939429,True,0.046227872020429044,True,28,66,76
0.0,0.05,97,0.00011970927125568671,0.002440476293278489,0.07071067811865477,0.07071535800526407,0.07265100512929909,True,0.07435669178266578,True,73,0.040824829046386304,0.04179346200992064,0.04304531588227951,True,0.04649321781281119,True,29,66,69
0.0,0.05,98,0.00015461784430878403,0.002524549011372513,0.07071067811865477,0.0721367858103881,0.07423092381552808,True,0.07586786023403488,True,76,0.040824829046386304,0.04286782614685664,0.044103421038736344,True,0.04768839627916992,True,30,66,72
0.0,0.05,99,0.0,0.00259441393720801,0.07071067811865477,0.07203351910337312,0.07562683133523143,True,0.07366743998182615,True,71,0.040824829046386304,0.04158857164500852,0.04368226483430335,True,0.04271392443058311,True,24,66,75
0.0,0.05,100,0.0005670393915939874,0.0024815420250252265,0.07071067811865477,0.0743647997485668,0.07530859446643808,True,0.07844618480465818,True,81,0.040824829046386304,0.04713173815605366,0.04814562465156852,True,0.05243179345768557,True,36,66,75
0.0,0.05,101,0.0,0.002503732323215392,0.07071067811865477,0.0707634414541208,0.073526337050722,True,0.07149854385247324,True,67,0.040824829046386304,0.04085529197232097,0.042450450488761504,True,0.040345829550633365,False,22,66,71
0.0,0.05,102,0.0,0.0026493994392517047,0.07071067811865477,0.07279284908906512,0.0757263314006293,True,0.07329574717775889,True,71,0.040824829046386304,0.04202697101665156,0.04372061781889614,True,0.04102244962304192,True,22,66,75
0.0,0.05,103,9.880874539631426e-05,0.002201817079661404,0.07071067811865477,0.06710024519119973,0.06917556310360908,False,0.0705501658707359,False,65,0.040824829046386304,0.039581394600290636,0.040697974091494005,False,0.04403239913576224,True,26,66,63
0.0,0.05,104,0.0,0.0023761514028269094,0.07071067811865477,0.0689369480442369,0.07217291692697012,True,0.07038356056966617,False,65,0.040824829046386304,0.039800765510451426,0.041669053015986696,True,0.04066345971723517,False,22,66,68
0.0,0.05,105,0.0,0.0027602075090909783,0.07071067811865477,0.07429949541000906,0.0770686612847137,True,0.07615361035160015,True,76,0.040824829046386304,0.042896833675622095,0.04451146815863357,True,0.04436499384532738,True,26,66,78
0.0,0.05,106,0.0005242254464874942,0.0023250512913875216,0.07071067811865477,0.07193280217857871,0.07360448428649581,True,0.07587661471749614,True,76,0.040824829046386304,0.045544040672143286,0.0469495781329996,True,0.050665556314594254,True,34,66,71
0.0,0.05,107,1.979579524698672e-05,0.002482263423531088,0.07071067811865477,0.07059973542662297,0.07371438575070156,True,0.07418096303571695,True,72,0.040824829046386304,0.04092234203465199,0.04287534031481986,True,0.045524138708006666,True,28,66,71
0.0,0.05,108,0.0,0.0024988395237735043,0.07071067811865477,0.0706942646015008,0.07289525041059945,True,0.07335924957917149,True,71,0.040824829046386304,0.04081535269783912,0.04209845601974852,True,0.043823252031725414,True,26,66,70
0.0,0.05,109,0.0001061750820647348,0.0024333375457558756,0.07071067811865477,0.07051843853614802,0.07272216478783364,True,0.07414245968204701,True,72,0.040824829046386304,0.04157403170933331,0.042699162059421286,True,0.04624911214964513,True,28,66,70
0.0,0.05,110,0.00030194836202489467,0.0023543795687104834,0.07071067811865477,0.07078635108158819,0.07262403903581631,True,0.07453729406121527,True,73,0.040824829046386304,0.04326123832214257,0.04397398493216994,True,0.04812604841603857,True,31,66,69
0.0,0.05,111,0.0,0.002442142619680302,0.07071067811865477,0.06988766156740833,0.07277734227487019,True,0.07341359612364506,True,71,0.040824829046386304,0.040349660218976666,0.04241469324808333,True,0.044871879998064225,True,27,66,70
0.0,0.05,112,0.0,0.0025143324545540053,0.07071067811865477,0.07091307995784706,0.07413278006968216,True,0.0729259447885429,True,70,0.040824829046386304,0.04094168580272846,0.04281701451993996,True,0.042782811128313024,True,24,66,72
0.0,0.05,113,0.0,0.002461069455430475,0.07071067811865477,0.07015795686065088,0.07324613923944605,True,0.07312454715206669,True,70,0.040824829046386304,0.04050571527929094,0.042391203467376175,True,0.04405488528676029,True,26,66,71
0.0,0.05,114,4.2028651390655985e-05,0.0026057611215425983,0.07071067811865477,0.07248138308887223,0.07555051457898225,True,0.07616903417792,True,76,0.040824829046386304,0.042180596634223355,0.0439419558524045,True,0.04692388647592205,True,29,66,75
0.0,0.05,115,0.0,0.0025442649448586614,0.07071067811865477,0.0713339322462832,0.0736895093542903,True,0.07278597515225138,True,70,0.040824829046386304,0.041184664984746135,0.04254465806215096,True,0.041994981619841006,True,24,66,71
0.0,0.05,116,0.00036843482888558425,0.002304153895019367,0.07071067811865477,0.0705460319148024,0.07129022950147838,True,0.07432654881001988,True,73,0.040824829046386304,0.043641006239145796,0.044002688051311564,True,0.0485485219713367,True,31,66,67
0.0,0.05,117,3.3429753716135045e-05,0.002882441020271543,0.07071067811865477,0.0761466466383072,0.07895307395521758,True,0.08001436402993817,True,84,0.040824829046386304,0.04421602764342168,0.0458643965645366,True,0.049188205646971926,True,32,66,82
0.0,0.05,118,0.0,0.0026735980965702246,0.07071067811865477,0.07312452525070127,0.07602314552714354,True,0.07662477221204733,True,77,0.040824829046386304,0.04221846433785597,0.04425905565679155,True,0.0466253379880986,True,29,66,76
0.0,0.05,119,0.0,0.0025396527922496564,0.07071067811865477,0.07126924711612515,0.07432822425127923,True,0.07378487972661303,True,72,0.040824829046386304,0.04114731900743681,0.04291342027986293,True,0.043877540990667846,True,26,66,73
0.0,0.05,120,0.00028977647659925404,0.0026396888922421737,0.07071067811865477,0.07462676638501498,0.07644866783376794,True,0.07855508517256511,True,81,0.040824829046386304,0.045272166630584074,0.04581154383592106,True,0.05036310951014285,True,34,66,77
0.0,0.05,121,0.0,0.002487791816882978,0.07071067811865477,0.07053781704707027,0.0726992691926837,True,0.07318133747090812,True,70,0.040824829046386304,0.040725027660174586,0.0420262472281038,True,0.04369883779118147,True,25,66,69
0.0,0.05,122,0.0,0.0027738990219356506,0.07071067811865477,0.07448354210073056,0.07910461423137638,True,0.07733574814289454,True,79,0.040824829046386304,0.04300309308205361,0.04572437974119368,True,0.046250346775771306,True,28,66,82
0.0,0.05,123,0.0,0.0024888949735995232,0.07071067811865477,0.07055345453766985,0.07364467599770037,True,0.07121701277501087,True,67,0.040824829046386304,0.04073405596958171,0.04251877351165508,True,0.040095001730928094,False,21,66,71
0.0,0.05,124,0.000500009513111397,0.0020816132225147145,0.07071067811865477,0.0682878902744903,0.06984800977073864,False,0.07205072723648144,True,68,0.040824829046386304,0.04344826419380342,0.04449604596769617,True,0.04833410570944237,True,31,66,64
0.0,0.05,125,0.0,0.0024627673517290042,0.07071067811865477,0.0701821537390953,0.07300388875561069,True,0.0725996657241482,True,69,0.040824829046386304,0.04051968535357437,0.042185792323017425,True,0.043102314128263694,True,25,66,70
0.0,0.05,126,0.00020470956574716328,0.002577608692352049,0.07071067811865477,0.0732115219787928,0.07481833598455301,True,0.0770232840905142,True,78,0.040824829046386304,0.04385333921890703,0.045040843216206924,True,0.04878473220619446,True,32,66,74
0.0,0.05,127,0.0,0.002600507723829703,0.07071067811865477,0.07211806602828036,0.07437313172217278,True,0.07358758136695709,True,71,0.040824829046386304,0.04163738483486287,0.042944115425891466,True,0.04245938489363628,True,24,66,73
0.0,0.05,128,0.0,0.0024392281075272543,0.07071067811865477,0.06984594630366539,0.07266367852820815,True,0.07183043725282735,True,68,0.040824829046386304,0.04032557590022536,0.0419712418072658,True,0.042142446324554945,True,24,66,69
0.0,0.05,129,0.0,0.0024510306566698312,0.07071067811865477,0.07001472211856348,0.07302938163776578,True,0.07254787461603256,True,69,0.040824829046386304,0.040423018662389475,0.0422918499592976,True,0.04321455111688249,True,25,66,70
0.0,0.05,130,0.0,0.0025842584083829133,0.07071067811865477,0.07189239748934394,0.075312440315053,True,0.07494739910926122,True,74,0.040824829046386304,0.041507095043160296,0.04369160442814209,True,0.04517028484029372,True,27,66,75
0.0,0.05,131,0.00025663440845371155,0.002280757942769366,0.07071067811865477,0.06941289717330953,0.07121628654409932,True,0.07307037014834844,True,70,0.040824829046386304,0.04215613482796174,0.04267728960132732,True,0.04689667389213691,True,29,66,67
0.0,0.05,132,0.0003289192017392592,0.002282914559010322,0.07071067811865477,0.06996247794182181,0.07158816341567001,True,0.07369075390827193,True,71,0.040824829046386304,0.04302164851652565,0.0443935512703542,True,0.04785951627243122,True,30,66,67
0.0,0.05,133,0.00014149478186776024,0.002489470627662823,0.07071067811865477,0.07155722211764097,0.07496394963511047,True,0.07525238109867852,True,74,0.040824829046386304,0.042439861769052796,0.04403883889599296,True,0.047212306477644614,True,30,66,74
0.0,0.05,134,0.0003934780798133619,0.0027220744985854994,0.07071067811865477,0.07640436556234441,0.0781915260363746,True,0.08047661112010691,True,85,0.040824829046386304,0.046991429135574234,0.04870400351711431,True,0.05227570641592043,True,36,66,80
0.0,0.05,135,3.2988808174744646e-05,0.0026057707030270973,0.07071067811865477,0.07241912878672968,0.07489660781592458,True,0.07609894282952502,True,76,0.040824829046386304,0.042073379670041676,0.043638664833882006,True,0.046804612756321036,True,29,66,74
0.0,0.05,136,0.0,0.0027923065192217134,0.07071067811865477,0.07473026855594343,0.0779397557519112,True,0.07845512588301777,True,81,0.040824829046386304,0.04314554066738696,0.04510338421092466,True,0.04790325901726704,True,30,66,80
0.0,0.05,137,0.0,0.0023365481824121396,0.07071067811865477,0.0683600494793873,0.07157871955378346,True,0.07050511792421474,False,65,0.040824829046386304,0.03946769296874039,0.04138342599224275,True,0.041609758313620474,True,23,66,67
0.0,0.05,138,0.0001706562882420944,0.0025409990871546966,0.07071067811865477,0.07247519894799521,0.07449131850156826,True,0.07623185651290995,True,76,0.040824829046386304,0.04318165906584136,0.04385650842746126,True,0.04803752031813379,True,31,66,73
0.0,0.05,139,4.4599701593788475e-05,0.0025844154710800153,0.07071067811865477,0.07220409021484737,0.07574245559234667,True,0.07587914860372351,True,76,0.040824829046386304,0.04204216156408309,0.043945808811237386,True,0.04676988411384361,True,29,66,75
0.0,0.05,140,0.000527031556995769,0.0022162336333153287,0.07071067811865477,0.07042370924359513,0.07181460286622034,True,0.07430107374350846,True,73,0.040824829046386304,0.04477187337908316,0.04569257245752715,True,0.049806557312892706,True,33,66,68
0.0,0.05,141,0.0,0.0025603871453174173,0.07071067811865477,0.07155958559574556,0.07514121610002707,True,0.07454042546917221,True,73,0.040824829046386304,0.04131494600680176,0.04341864143536411,True,0.044856460917826954,True,27,66,74
0.0,0.05,142,0.0,0.002622287272634255,0.07071067811865477,0.07241943485880369,0.07519463966749128,True,0.07511249636066145,True,74,0.040824829046386304,0.04181138021029088,0.04347961247239483,True,0.044827532059868606,True,27,66,74
0.0,0.05,143,0.0,0.0027247014886561047,0.07071067811865477,0.07382007164255673,0.07660004670924853,True,0.07576065540735415,True,75,0.040824829046386304,0.04262003823442759,0.04423037746242133,True,0.044257181160500175,True,26,66,77
0.0,0.05,144,0.0,0.002457507169327455,0.07071067811865477,0.07010716324780879,0.07306120601627449,True,0.0728774805643804,True,70,0.040824829046386304,0.04047638957324344,0.042271929305892006,True,0.043683417161889435,True,25,66,70
0.0,0.05,145,0.0001932050140173282,0.002453321648528115,0.07071067811865477,0.07141322224261805,0.07390655044682899,True,0.07513045728006311,True,74,0.040824829046386304,0.042763919134040304,0.04371915361894312,True,0.047572804721380285,True,30,66,72
0.0,0.05,146,0.0,0.0025002224903935212,0.07071067811865477,0.07071382453797166,0.07368248911306055,True,0.07312190197296914,True,70,0.040824829046386304,0.0408266456324259,0.04265059091848943,True,0.04337956382606039,True,25,66,71
0.0,0.05,147,0.0,0.0022749598708173696,0.07071067811865477,0.06745309289895267,0.07043934838784571,False,0.0697809896451651,False,64,0.040824829046386304,0.03894406134288316,0.04074433704915588,False,0.041434056313959224,True,23,66,65
0.0,0.05,148,0.0,0.0024638325064759,0.07071067811865477,0.07019732910126851,0.07319827344029266,True,0.07152559028305193,True,67,0.040824829046386304,0.04052844685301013,0.042278695768943386,True,0.04114058491230838,True,23,66,70
0.0,0.05,149,0.0,0.0025970676545964363,0.07071067811865477,0.0720703497229816,0.07484585913652138,True,0.07418759036696584,True,72,0.040824829046386304,0.04160983581315389,0.0432251008456417,True,0.043609651101635546,True,25,66,74
0.0,0.05,150,0.0,0.002664753329797081,0.07071067811865477,0.073003470188712,0.07612362758765198,True,0.07225568345656505,True,69,0.040824829046386304,0.04214857316522969,0.0439499968794217,True,0.03869055024819387,False,20,66,76
0.0,0.05,151,0.0,0.0024128734176251474,0.07071067811865477,0.06946759557700478,0.07263943334456,True,0.07135045878360598,True,67,0.040824829046386304,0.04010713500633977,0.04195985659079213,True,0.0417502690997987,True,23,66,69
0.0,0.05,152,0.00035384995649285155,0.0025603376691949605,0.07071067811865477,0.07399003510529491,0.07500531500993168,True,0.07792470109312907,True,80,0.040824829046386304,0.045395393334083566,0.04538246941838675,True,0.050500193295276434,True,34,66,74
0.0,0.05,153,0.0,0.0024212541181507364,0.07071067811865477,0.0695881328697751,0.07233910837905354,True,0.07095319833099857,True,66,0.040824829046386304,0.0401767272447681,0.04176500369558408,True,0.04087260664941754,True,22,66,69
