model,persona,agent_type,scenario,n_runs,seed,discount,path_variant,n_rows,n_fallback,fallback_frac,mean_cash_share,point_mas_v1,point_mas_v2,band_mas_v2,rel_mas,rg_v1,rg_v1_n,coverage_0.03,rg_0.03,rg_0.03_n,rg_action_0.03,rg_action_0.03_n,coverage_action_0.03,coverage_0.05,rg_0.05,rg_0.05_n,rg_action_0.05,rg_action_0.05_n,coverage_action_0.05,coverage_0.08,rg_0.08,rg_0.08_n,rg_action_0.08,rg_action_0.08_n,coverage_action_0.08,final_value,return_pct,max_drawdown_pct,trade_count,zero_trade,effective_trade_count,turnover,fallback_hold_rows,cash_share_day1,floor_rg_v1,ceil_rg_v1,norm_rg_v1,norm_degenerate_rg_v1,bl_always_hold_rg_v1,bl_random_rg_v1,bl_buy_day1_hold_rg_v1,bl_mco_0.05_rg_v1,floor_rg_0.03,ceil_rg_0.03,norm_rg_0.03,norm_degenerate_rg_0.03,floor_rg_0.05,ceil_rg_0.05,norm_rg_0.05,norm_degenerate_rg_0.05,bl_always_hold_rg_0.05,bl_random_rg_0.05,bl_buy_day1_hold_rg_0.05,bl_mco_0.05_rg_0.05,floor_rg_0.08,ceil_rg_0.08,norm_rg_0.08,norm_degenerate_rg_0.08,floor_rg_action_0.03,ceil_rg_action_0.03,norm_rg_action_0.03,norm_degenerate_rg_action_0.03,floor_rg_action_0.05,ceil_rg_action_0.05,norm_rg_action_0.05,norm_degenerate_rg_action_0.05,floor_rg_action_0.08,ceil_rg_action_0.08,norm_rg_action_0.08,norm_degenerate_rg_action_0.08,floor_return_pct,ceil_return_pct,norm_return_pct,norm_degenerate_return_pct,bl_always_hold_return_pct,bl_random_return_pct,bl_buy_day1_hold_return_pct,bl_mco_0.05_return_pct,floor_point_mas_v1,ceil_point_mas_v1,norm_point_mas_v1,norm_degenerate_point_mas_v1,floor_point_mas_v2,ceil_point_mas_v2,norm_point_mas_v2,norm_degenerate_point_mas_v2,floor_band_mas_v2,ceil_band_mas_v2,norm_band_mas_v2,norm_degenerate_band_mas_v2,beats_k_rg_v1,beats_n_rg_v1,beats_k_rg_0.05,beats_n_rg_0.05,beats_k_return_pct,beats_n_return_pct,beats_k_point_mas_v1,beats_n_point_mas_v1,beats_k_point_mas_v2,beats_n_point_mas_v2,beats_k_band_mas_v2,beats_n_band_mas_v2,beats_k_max_drawdown_pct,beats_n_max_drawdown_pct
gemini_3_1_pro_preview,ENTJ,memory,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.9240290497559868,0.7414167451469175,0.8319915426566976,0.7327228974514521,0.07597095024401318,8.9,200.0,0.9510000000000001,7.838879250273792,190.2,53.61159748256522,18.533333333333335,0.09266666666666666,0.8263333333333333,6.305477371456229,165.26666666666668,41.39357864357864,15.533333333333333,0.07766666666666668,0.554,3.9512509948372725,110.8,28.689366189366186,10.2,0.051000000000000004,7763.177204270468,-22.36822795729532,-23.64489534392845,20.8,0.0,20.8,11.874191992835083,0.0,1.0,100.0,99.8,,1.0,0.03333333333333333,63.29666666666666,100.0,99.8,100.0,99.76690695226766,,1.0,100.0,100.0,,1.0,0.0,63.515728676978675,100.0,100.0,100.0,100.0,,1.0,100.0,100.0,,1.0,89.29201666102304,100.0,-0.6586730989295733,0.8,75.32015428264049,100.0,,1.0,0.0,-38.0199552066869,,1.0,0.0,-20.448496675639326,-38.312434921335495,-38.0199552066869,0.8,6.781612308751998e-18,0.07322906856635326,0.0,0.9000000000000002,3.987551030112021e-18,0.07556495260366948,0.0,0.8,0.0,0.08409637818568493,0.0,2.7333333333333334,11.0,2.3333333333333335,11.0,6.4,11.0,2.933333333333333,11.0,2.7333333333333334,11.0,2.6666666666666665,11.0,7.266666666666667,11.0
gemini_3_1_pro_preview,ENTJ,memory,flat,5,481.8,,0.6,200.0,0.0,0.0,0.5094253815492705,0.4904750889979505,0.4991782846507345,0.3999502352736105,0.49057461845072947,68.8,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,9526.714337792302,-4.732856622076973,-20.851599543974636,40.6,0.0,40.6,29.113333278890526,0.0,1.0,99.7,50.8,,1.0,50.8,66.35,99.7,50.8,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,15.711665111563672,0.0,,1.0,0.0,7.167191253774142,14.052669714325333,0.0,0.8,9.686695889854492e-18,0.38690613875256197,0.0,0.9000000000000001,5.9119376061289584e-18,0.44535746149918404,0.0,0.8,0.0,0.5000622059079869,0.0,6.4,11.0,,0.0,3.2,11.0,5.0,11.0,5.2,11.0,5.4,11.0,3.0,11.0
gemini_3_1_pro_preview,ENTJ,static,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.5538935972258108,0.44222675790950844,0.48959835807045265,0.3980601775676596,0.4461064027741893,69.5,200.0,0.59,76.59702822818647,118.0,43.617740715468315,48.4,0.242,0.579,76.84140723160688,115.8,44.00681781579372,47.6,0.238,0.568,76.53649640140466,113.6,43.63310991563042,47.0,0.23500000000000001,11568.827008234779,15.688270082347794,-8.588643379380873,95.0,0.0,95.0,24.714709166982153,0.0,1.0,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,63.278909526485634,,1.0,0.0,44.81461419729551,119.76528319175335,63.278909526485634,0.8,8.992806499463768e-18,0.44721655261311455,0.0,0.9000000000000001,6.036837696399288e-18,0.4560018243661639,0.0,0.8,0.0,0.5024247780404256,0.0,1.8,11.0,1.8,11.0,4.0,11.0,4.0,11.0,4.6,11.0,4.6,11.0,2.4,11.0
gemini_3_1_pro_preview,ENTJ,static,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.8751071770346601,0.6789205787234723,0.7757068015615609,0.6770138778790662,0.12489282296533985,21.233333333333334,200.0,0.9510000000000001,19.98013543126769,190.2,47.58457282701218,48.0,0.24000000000000002,0.8263333333333333,17.556205738131425,165.26666666666668,39.090539208674265,41.53333333333333,0.2076666666666667,0.554,11.777729696969221,110.8,23.728324160300325,29.2,0.146,7527.855245993462,-24.72144754006538,-25.97818091775995,51.86666666666667,0.0,51.86666666666667,14.653273949527305,0.0,0.8,100.0,99.8,,1.0,0.03333333333333333,63.29666666666666,100.0,99.8,100.0,99.76690695226766,,1.0,100.0,100.0,,1.0,0.0,63.515728676978675,100.0,100.0,100.0,100.0,,1.0,100.0,100.0,,1.0,89.29201666102304,100.0,-0.5072559377663056,0.8,75.32015428264049,100.0,,1.0,0.0,-38.0199552066869,,1.0,0.0,-20.448496675639326,-38.312434921335495,-38.0199552066869,0.8,6.781612308751998e-18,0.1513492765956597,0.0,0.9000000000000002,3.987551030112021e-18,0.13810355382048814,0.0,0.8,0.0,0.15373265265116726,0.0,3.0,11.0,3.0,11.0,6.2,11.0,3.0,11.0,3.0,11.0,3.0,11.0,7.2,11.0
gemini_3_1_pro_preview,ENTJ,static,flat,5,481.8,,0.6,200.0,0.0,0.0,0.5200756999782579,0.39196867003839586,0.44561082390099827,0.35602218500832683,0.47992430002174213,58.8,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,10150.450733059488,1.504507330594872,-16.64534513618251,119.2,0.0,119.2,32.15099194814873,0.0,0.9099999999999999,99.7,50.8,,1.0,50.8,66.35,99.7,50.8,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,15.711665111563672,0.0,,1.0,0.0,7.167191253774142,14.052669714325333,0.0,0.8,9.686695889854492e-18,0.5100391624520052,0.0,0.9000000000000001,5.9119376061289584e-18,0.5048768623322243,0.0,0.8,0.0,0.5549722687395915,0.0,4.4,11.0,,0.0,5.0,11.0,6.6,11.0,6.0,11.0,6.0,11.0,4.6,11.0
gemini_3_1_pro_preview,INTJ,memory,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.6007962431852961,0.34268041645135466,0.34268041645135466,0.24777113112881405,0.3992037568147039,90.8,200.0,0.59,93.22648703714128,118.0,44.66513878278584,14.4,0.072,0.579,93.26492624133277,115.8,42.5222816399287,14.0,0.06999999999999999,0.568,93.31167793285849,113.6,40.67379679144385,13.4,0.067,11928.713740931815,19.287137409318156,-6.104146628862026,23.0,0.0,23.0,3.6410760147671413,0.0,1.0,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,27.774531017970368,,1.0,0.0,44.81461419729551,119.76528319175335,27.774531017970368,0.5,3.1641356201816966e-18,0.31463916709729073,0.0,0.5,3.1641356201816966e-18,0.31463916709729073,0.0,0.4,0.0,0.38057217217796485,0.0,7.0,11.0,2.0,11.0,4.0,11.0,7.2,11.0,7.2,11.0,7.4,11.0,5.2,11.0
gemini_3_1_pro_preview,INTJ,memory,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.19195282092604213,0.3743248033404217,0.3743248033404217,0.27869698326258985,0.8080471790739578,94.73333333333333,200.0,0.9510000000000001,94.56266241700519,190.2,100.0,10.733333333333333,0.05366666666666667,0.8263333333333333,95.19607347628906,165.26666666666668,100.0,10.066666666666666,0.050333333333333334,0.554,96.8809825002369,110.8,100.0,7.066666666666666,0.035333333333333335,6702.463895093502,-32.97536104906498,-39.93079570551735,11.066666666666666,0.0,11.066666666666666,0.9999999999999999,0.0,0.9833333333333333,100.0,93.2,,1.0,0.03333333333333333,63.29666666666666,100.0,93.2,100.0,93.05973381222364,,1.0,100.0,92.84135867692659,,1.0,0.0,63.515728676978675,100.0,92.84135867692659,100.0,95.61026498847518,,1.0,100.0,62.169941830114105,,1.0,89.29201666102304,62.169941830114105,1.9712960438022584,0.8,75.32015428264049,81.31024804818291,1.1410094541746754,0.5333333333333333,0.0,-23.40266854191017,,1.0,0.0,-20.448496675639326,-38.312434921335495,-23.40266854191017,0.5,2.5535129566378604e-18,0.25135039331915665,0.0,0.5,2.5535129566378604e-18,0.25135039331915665,0.0,0.4,0.0,0.3032575418435254,0.0,7.4,11.0,7.0,11.0,3.0,11.0,7.133333333333334,11.0,7.133333333333334,11.0,7.066666666666666,11.0,3.0,11.0
gemini_3_1_pro_preview,INTJ,memory,flat,5,481.8,,4.8,200.0,0.0,0.0,0.26876541080065347,0.3546339858636417,0.3546339858636417,0.2604235959377539,0.7312345891993466,91.1,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,10267.187301740923,2.671873017409227,-20.57136985858514,25.0,0.0,25.0,3.549253930242119,0.0,1.0,99.6,48.5,,1.0,48.5,65.66,99.6,48.5,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,14.116388890586894,0.0,,1.0,0.0,3.041358920328496,5.708357217772786,0.0,0.5,9.992007221626408e-19,0.29073202827271666,0.0,0.5,9.992007221626408e-19,0.29073202827271666,0.0,0.4,0.0,0.34894101015561535,0.0,8.0,11.0,,0.0,6.2,11.0,8.4,11.0,8.4,11.0,8.4,11.0,2.8,11.0
gemini_3_1_pro_preview,INTJ,static,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.5157754287959134,0.34255635862062367,0.34255635862062367,0.24701168674731572,0.4842245712040866,91.1,200.0,0.59,93.05554686620111,118.0,51.51923076923076,16.8,0.084,0.579,93.09251244822933,115.8,51.51923076923076,16.8,0.084,0.568,92.95450660223584,113.6,50.76923076923077,16.6,0.083,13384.889174111118,33.84889174111116,-6.431128970307,24.2,0.0,24.2,3.8512394822759064,0.0,1.0,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,27.774531017970368,,1.0,0.0,44.81461419729551,119.76528319175335,27.774531017970368,0.5,3.1641356201816966e-18,0.31488728275875266,0.0,0.5,3.1641356201816966e-18,0.31488728275875266,0.0,0.4,0.0,0.3824707831317107,0.0,7.0,11.0,2.0,11.0,4.8,11.0,7.4,11.0,7.4,11.0,7.4,11.0,4.4,11.0
gemini_3_1_pro_preview,INTJ,static,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.15805470232160163,0.38471871545078634,0.38471871545078634,0.28730315926975997,0.8419452976783983,97.83333333333333,200.0,0.9510000000000001,97.73386297645648,190.2,100.0,11.066666666666666,0.05533333333333333,0.8263333333333333,98.03892480407028,165.26666666666668,100.0,10.2,0.051000000000000004,0.554,98.69847834909139,110.8,100.0,7.466666666666667,0.037333333333333336,6594.284761504839,-34.057152384951614,-40.59095426876355,11.533333333333333,0.0,11.533333333333333,0.994111882975,0.0,0.9366666666666668,100.0,93.2,,1.0,0.03333333333333333,63.29666666666666,100.0,93.2,100.0,93.05973381222364,,1.0,100.0,92.84135867692659,,1.0,0.0,63.515728676978675,100.0,92.84135867692659,100.0,95.61026498847518,,1.0,100.0,62.169941830114105,,1.0,89.29201666102304,62.169941830114105,1.9712960438022584,0.8,75.32015428264049,81.31024804818291,1.120865246435436,0.5333333333333333,0.0,-23.40266854191017,,1.0,0.0,-20.448496675639326,-38.312434921335495,-23.40266854191017,0.5,2.5535129566378604e-18,0.2305625690984273,0.0,0.5,2.5535129566378604e-18,0.2305625690984273,0.0,0.4,0.0,0.28174210182560006,0.0,7.8,11.0,7.266666666666667,11.0,2.8,11.0,7.0,11.0,7.0,11.0,7.0,11.0,3.0,11.0
gemini_3_1_pro_preview,INTJ,static,flat,5,481.8,,0.6,200.0,0.0,0.0,0.20307074834088681,0.38238721326965325,0.38238721326965325,0.2877628095826844,0.7969292516591132,93.1,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,11187.497560268792,11.874975602687922,-19.40549909808342,16.6,0.0,16.6,2.1297261547774085,0.0,1.0,99.7,50.8,,1.0,50.8,66.35,99.7,50.8,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,15.711665111563672,0.0,,1.0,0.0,7.167191253774142,14.052669714325333,0.0,0.5,9.992007221626408e-19,0.23522557346069348,0.0,0.5,9.992007221626408e-19,0.23522557346069348,0.0,0.4,0.0,0.2805929760432891,0.0,8.0,11.0,,0.0,7.6,11.0,8.2,11.0,8.2,11.0,8.2,11.0,2.2,11.0
gemini_3_1_pro_preview,ISFJ,memory,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.8552153368243192,0.14478466317568092,0.1588374210649568,0.07164773588723591,0.14478466317568092,95.7,200.0,0.59,97.44422091394965,118.0,66.71717171717171,8.0,0.04,0.579,98.08979788108645,115.8,66.30952380952381,7.0,0.034999999999999996,0.568,98.05096387467592,113.6,65.23809523809523,6.8,0.034,10988.053232563745,9.880532325637457,-1.8699137523016796,20.8,0.0,20.8,1.766849330835564,0.0,0.9400000000000001,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,6.31844914832498,,1.0,0.0,44.81461419729551,119.76528319175335,6.31844914832498,1.0,0.0,0.8552153368243192,0.0,0.8,1.298960938811433e-17,0.8014532236688041,0.0,0.7,0.0,0.8976460915896631,0.0,8.8,11.0,2.0,11.0,5.4,11.0,5.2,11.0,9.2,11.0,8.4,11.0,5.2,11.0
gemini_3_1_pro_preview,ISFJ,memory,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.9044582718098723,0.09554172819012778,0.13601640774049534,0.05463931239039297,0.09554172819012778,50.9,200.0,0.9510000000000001,51.189019936830825,190.2,67.33333333333333,6.666666666666667,0.03333333333333333,0.8263333333333333,50.96746696798494,165.26666666666668,52.761904761904766,5.733333333333333,0.02866666666666667,0.554,43.983815252861625,110.8,62.357142857142854,4.333333333333333,0.021666666666666667,9628.52691121677,-3.7147308878322947,-4.8579258124403015,7.266666666666667,0.0,7.266666666666667,0.6059226002772946,0.0,0.9066666666666666,100.0,94.93333333333334,,1.0,0.03333333333333333,63.29666666666666,100.0,94.93333333333334,100.0,94.83058092012243,,1.0,100.0,94.77620347636982,,1.0,0.0,63.515728676978675,100.0,94.77620347636982,100.0,96.54041268532141,,1.0,100.0,62.046864576013576,,1.0,89.29201666102304,62.046864576013576,-6.427556763299588,0.8,75.32015428264049,77.7338500087093,-0.1228836011794271,0.6666666666666666,0.0,-11.811578969712974,,1.0,0.0,-20.448496675639326,-38.312434921335495,-11.811578969712974,1.0,0.0,0.9044582718098723,0.0,0.8,0.0,0.8299794903243808,0.0,0.7,0.0,0.9219438394422957,0.0,4.933333333333334,11.0,4.8,11.0,7.133333333333334,11.0,7.333333333333333,11.0,9.066666666666666,11.0,9.0,11.0,7.666666666666667,11.0
gemini_3_1_pro_preview,ISFJ,memory,flat,5,481.8,,0.6,200.0,0.0,0.0,0.5828645668700724,0.4171354331299276,0.25720232155973244,0.16700862019249751,0.4171354331299276,91.6,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,10414.930383975729,4.149303839757286,-12.073643965287646,31.6,0.0,31.6,2.59906543083562,0.0,1.0,99.7,50.8,,1.0,50.8,66.35,99.7,50.8,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,15.711665111563672,0.0,,1.0,0.0,7.167191253774142,14.052669714325333,0.0,1.0,0.0,0.5828645668700723,0.0,0.8,1.7652546091539986e-17,0.6784970980503345,0.0,0.7,0.0,0.7614162568678606,0.0,9.0,11.0,,0.0,5.0,11.0,4.0,11.0,6.0,11.0,6.0,11.0,4.0,11.0
gemini_3_1_pro_preview,ISFJ,static,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.6804573656011509,0.3195426343988491,0.24361639829360424,0.1523257346591485,0.3195426343988491,92.5,200.0,0.59,93.5583479866493,118.0,62.53642305407011,20.0,0.1,0.579,93.77922037631656,115.8,62.005050505050505,19.4,0.097,0.568,93.83349666950787,113.6,61.99197860962566,19.0,0.095,12220.57772193495,22.205777219349493,-4.36221351195448,33.4,0.0,33.4,2.5642685932995803,0.0,0.93,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,6.31844914832498,,1.0,0.0,44.81461419729551,119.76528319175335,6.31844914832498,1.0,0.0,0.6804573656011509,0.0,0.8,1.298960938811433e-17,0.6954795021329947,0.0,0.7,0.0,0.7823918076297878,0.0,8.2,11.0,2.0,11.0,6.8,11.0,4.2,11.0,5.4,11.0,5.4,11.0,4.2,11.0
gemini_3_1_pro_preview,ISFJ,static,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.6169380927552032,0.38306190724479683,0.18845077767585014,0.09375896034439421,0.38306190724479683,99.76666666666667,200.0,0.9510000000000001,99.76495726495726,190.2,100.0,7.6,0.038000000000000006,0.8263333333333333,99.76164874551972,165.26666666666668,100.0,6.266666666666667,0.03133333333333334,0.554,99.77433628318585,110.8,100.0,4.133333333333334,0.020666666666666667,8223.211379025472,-17.767886209745296,-20.902979142654054,8.533333333333333,0.0,8.533333333333333,0.5425471859839299,0.0,0.9033333333333334,100.0,94.93333333333334,,1.0,0.03333333333333333,63.29666666666666,100.0,94.93333333333334,100.0,94.83058092012243,,1.0,100.0,94.77620347636982,,1.0,0.0,63.515728676978675,100.0,94.77620347636982,100.0,96.54041268532141,,1.0,100.0,62.046864576013576,,1.0,89.29201666102304,62.046864576013576,7.785944874225606,0.8,75.32015428264049,77.7338500087093,1.3000162585094681,0.6666666666666666,0.0,-11.811578969712974,,1.0,0.0,-20.448496675639326,-38.312434921335495,-11.811578969712974,1.0,0.0,0.6169380927552032,0.0,0.8,0.0,0.7644365279051873,0.0,0.7,0.0,0.8660586280794368,0.0,8.266666666666667,11.0,7.6,11.0,4.333333333333333,11.0,5.0,11.0,7.2,11.0,7.066666666666666,11.0,4.866666666666666,11.0
gemini_3_1_pro_preview,ISFJ,static,flat,5,481.8,,0.6,200.0,0.0,0.0,0.3458510403513027,0.6541489596486972,0.4616596712325231,0.36564134151864935,0.6541489596486972,93.7,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,10862.503687340564,8.625036873405637,-16.410239301924644,24.4,0.0,24.4,1.4250339844248257,0.0,0.96,99.7,50.8,,1.0,50.8,66.35,99.7,50.8,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,15.711665111563672,0.0,,1.0,0.0,7.167191253774142,14.052669714325333,0.0,1.0,0.0,0.34585104035130276,0.0,0.8,1.7652546091539986e-17,0.4229254109593462,0.0,0.7,0.0,0.4776552264019294,0.0,9.0,11.0,,0.0,6.2,11.0,2.2,11.0,3.4,11.0,3.4,11.0,3.8,11.0
gemma-2-9b-it,ENTJ,memory,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.011730947491303307,0.19976107711281293,0.10360181439619065,0.005746012302058121,0.9882690525086966,20.4,200.0,0.59,0.16666666666666669,118.0,0.16666666666666669,117.8,0.589,0.579,0.0,115.8,0.0,115.8,0.579,0.568,0.0,113.6,0.0,113.6,0.568,21650.01992757263,116.5001992757263,-10.3091032387527,197.8,0.0,50.8,0.9999999999999997,0.0,1.0,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,63.278909526485634,,1.0,0.0,44.81461419729551,119.76528319175335,63.278909526485634,0.8,8.992806499463768e-18,0.750298653608984,0.0,0.9000000000000001,6.036837696399288e-18,0.8848868728931215,0.0,0.8,0.0,0.9928174846224274,0.0,0.6,11.0,0.0,11.0,9.2,11.0,9.0,11.0,7.0,11.0,7.0,11.0,2.0,11.0
gemma-2-9b-it,ENTJ,memory,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.013634619859095504,0.1989066127358023,0.1032981589137831,0.006270616297448891,0.9863653801409046,99.43333333333334,200.0,0.9510000000000001,99.4327198151273,190.2,99.95910020449898,185.6,0.928,0.8263333333333333,99.46783565186097,165.26666666666668,99.93265993265994,161.86666666666667,0.8093333333333333,0.554,99.03548094812687,110.8,99.64912280701755,108.8,0.544,6093.029282080674,-39.06970717919326,-45.33756246824721,195.26666666666668,0.0,54.53333333333333,1.0852189174764497,0.0,1.0,100.0,99.8,,1.0,0.03333333333333333,63.29666666666666,100.0,99.8,100.0,99.76690695226766,,1.0,100.0,100.0,,1.0,0.0,63.515728676978675,100.0,100.0,100.0,100.0,,1.0,100.0,100.0,,1.0,89.29201666102304,100.0,0.9935936677177578,0.8,75.32015428264049,100.0,,1.0,0.0,-38.0199552066869,,1.0,0.0,-20.448496675639326,-38.312434921335495,-38.0199552066869,0.8,6.781612308751998e-18,0.7513667340802471,0.0,0.9000000000000002,3.987551030112021e-18,0.8852242678735743,0.0,0.8,0.0,0.9921617296281888,0.0,6.133333333333334,11.0,5.6,11.0,2.0,11.0,9.0,11.0,5.266666666666667,11.0,5.133333333333334,11.0,4.0,11.0
gemma-2-9b-it,ENTJ,memory,flat,5,481.8,,0.6,200.0,0.0,0.0,0.011861438547479671,0.19964126512760105,0.10354849834959137,0.005751351837540347,0.9881385614525204,49.6,200.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,11436.940467092129,14.369404670921288,-23.04232720523654,197.6,0.0,47.0,1.0,0.0,1.0,99.7,50.8,,1.0,50.8,66.35,99.7,50.8,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,15.711665111563672,0.0,,1.0,0.0,7.167191253774142,14.052669714325333,0.0,0.8,9.686695889854492e-18,0.7504484185904987,0.0,0.9000000000000001,5.9119376061289584e-18,0.8849461129448984,0.0,0.8,0.0,0.9928108102030746,0.0,3.2,11.0,,0.0,8.2,11.0,8.6,11.0,7.0,11.0,7.0,11.0,1.2,11.0
gemma-2-9b-it,ENTJ,static,bull_trap,5,481.8,,0.0,200.0,0.0,0.0,0.4328919341574668,0.3847081184297246,0.39764798242302235,0.30880002629359565,0.5671080658425331,73.9,200.0,0.59,75.75763367134083,118.0,64.63783020770316,80.4,0.40199999999999997,0.579,76.1619898552748,115.8,64.79868482369389,78.6,0.393,0.568,76.72867058458334,113.6,65.23686667784521,76.4,0.382,12524.370153897806,25.243701538978062,-8.518629323266925,128.2,0.0,108.0,5.608384689586748,0.0,1.0,99.7,79.3,,1.0,79.8,67.72,99.7,79.3,100.0,98.81768672341781,,1.0,100.0,99.13637985325826,,1.0,100.0,68.35912172119069,100.0,99.13637985325826,100.0,100.0,,1.0,62.593069743202236,0.0,,1.0,53.27032587958521,0.0,,1.0,53.25486617562318,,,1.0,119.76528319175335,63.278909526485634,,1.0,0.0,44.81461419729551,119.76528319175335,63.278909526485634,0.8,8.992806499463768e-18,0.5191148519628443,0.0,0.9000000000000001,6.036837696399288e-18,0.5581689084188641,0.0,0.8,0.0,0.6139999671330054,0.0,2.0,11.0,2.0,11.0,4.0,11.0,4.8,11.0,6.0,11.0,5.8,11.0,3.8,11.0
gemma-2-9b-it,ENTJ,static,crash,15,481.8,0.9066666666666666,0.0,200.0,0.0,0.0,0.04362495411756354,0.19335493144233465,0.11152778611571088,0.018489942779949087,0.9563750458824365,99.46666666666667,200.0,0.9510000000000001,99.43446222204466,190.2,100.0,154.4,0.772,0.8263333333333333,99.53319512898516,165.26666666666668,100.0,135.66666666666666,0.6783333333333333,0.554,99.38635814110934,110.8,100.0,93.53333333333333,0.4676666666666666,6189.814677981739,-38.10185322018261,-44.47803632907679,163.0,0.0,81.66666666666667,0.9999999999999999,0.0,1.0,100.0,99.8,,1.0,0.03333333333333333,63.29666666666666,100.0,99.8,100.0,99.76690695226766,,1.0,100.0,100.0,,1.0,0.0,63.515728676978675,100.0,100.0,100.0,100.0,,1.0,100.0,100.0,,1.0,89.29201666102304,100.0,1.0,0.8,75.32015428264049,100.0,,1.0,0.0,-38.0199552066869,,1.0,0.0,-20.448496675639326,-38.312434921335495,-38.0199552066869,0.8,6.781612308751998e-18,0.7583063356970817,0.0,0.9000000000000002,3.987551030112021e-18,0.8760802376492102,0.0,0.8,0.0,0.9768875715250637,0.0,6.133333333333334,11.0,5.6,11.0,2.2666666666666666,11.0,8.466666666666667,11.0,5.266666666666667,11.0,5.0,11.0,4.0,11.0
