scenario,seed,persona,policy,theta,phase7,phase6,abs_diff
crash,38,ENTJ,constant_mix,0.2,0.0999917089196981,0.0999917089196981,0.0
crash,38,ENTJ,mandate_conditional_oracle,0.03,0.014674643307847141,0.0146746433078471,4.163336342344337e-17
crash,38,ENTJ,mandate_conditional_oracle,0.05,0.002275269104281381,0.0022752691042813,8.109832250191573e-17
crash,38,ENTJ,mandate_conditional_oracle,0.08,0.003296558928101415,0.0032965589281014,1.474514954580286e-17
crash,38,ENTJ,mandate_conditional_oracle,0.12,0.002648345618564562,0.0026483456185645,6.201636426617085e-17
crash,38,ENTJ,mandate_conditional_oracle,0.2,0.0,0.0,0.0
crash,38,ENTJ,rule_analyst,0.03,0.06059094027679478,0.0605909402767947,7.632783294297951e-17
crash,38,ENTJ,rule_analyst,0.05,0.0675661716198618,0.0675661716198618,0.0
crash,38,ENTJ,rule_analyst,0.08,0.040012479486815265,0.0400124794868152,6.245004513516506e-17
crash,38,ENTJ,rule_analyst,0.12,0.019308343155053934,0.0193083431550539,3.469446951953614e-17
crash,38,ENTJ,rule_analyst,0.2,0.0,0.0,0.0
crash,38,ENTJ,rule_p_sma50,0.03,0.04953214951328716,0.0495321495132871,6.245004513516506e-17
crash,38,ENTJ,rule_p_sma50,0.05,0.040001656836359874,0.0400016568363598,7.632783294297951e-17
crash,38,ENTJ,rule_p_sma50,0.08,0.029318100452433334,0.0293181004524333,3.469446951953614e-17
crash,38,ENTJ,rule_p_sma50,0.12,0.002654297087002988,0.0026542970870029,8.803721640582296e-17
crash,38,ENTJ,rule_p_sma50,0.2,0.0,0.0,0.0
crash,38,ENTJ,rule_rsi,0.03,0.040908988487686745,0.0409089884876867,4.85722573273506e-17
crash,38,ENTJ,rule_rsi,0.05,0.037606375904923536,0.0376063759049235,3.469446951953614e-17
crash,38,ENTJ,rule_rsi,0.08,0.03992382479558948,0.0399238247955894,8.326672684688674e-17
crash,38,ENTJ,rule_rsi,0.12,0.01974550060709246,0.0197455006070924,5.898059818321144e-17
crash,38,ENTJ,rule_rsi,0.2,0.0,0.0,0.0
crash,38,INTJ,L5_full_level_free,0.03,0.057414729145832656,0.0574147291458326,5.551115123125783e-17
crash,38,INTJ,L5_full_level_free,0.05,0.0630227467830406,0.0630227467830406,0.0
crash,38,INTJ,L5_full_level_free,0.08,0.054126947314716733,0.0541269473147167,3.469446951953614e-17
crash,38,INTJ,L5_full_level_free,0.12,0.01896633214422691,0.0189663321442269,1.0408340855860843e-17
crash,38,INTJ,L5_full_level_free,0.2,7.802572474796543e-05,7.802572474796543e-05,0.0
crash,38,INTJ,L5_level_free,0.03,0.1026124653411478,0.1026124653411478,0.0
crash,38,INTJ,L5_level_free,0.05,0.07290382797308084,0.0729038279730808,4.163336342344337e-17
crash,38,INTJ,L5_level_free,0.08,0.04868174429358134,0.0486817442935813,4.163336342344337e-17
crash,38,INTJ,L5_level_free,0.12,0.01895806278850097,0.0189580627885009,6.938893903907228e-17
crash,38,INTJ,L5_level_free,0.2,1.897731098088329e-05,1.897731098088329e-05,0.0
crash,38,INTJ,always_hold,0.03,0.09300836937172538,0.0930083693717253,8.326672684688674e-17
crash,38,INTJ,always_hold,0.05,0.1007657256001679,0.1007657256001679,0.0
crash,38,INTJ,always_hold,0.08,0.10805743651950887,0.1080574365195088,6.938893903907228e-17
crash,38,INTJ,always_hold,0.12,0.12194694195462956,0.1219469419546295,5.551115123125783e-17
crash,38,INTJ,always_hold,0.2,0.2094621720189911,0.2094621720189911,0.0
crash,38,INTJ,band_hi,0.03,0.04290431830261617,0.0429043183026161,6.938893903907228e-17
crash,38,INTJ,band_hi,0.05,0.04957824809769232,0.0495782480976923,2.0816681711721685e-17
crash,38,INTJ,band_hi,0.08,0.03855228134417758,0.0385522813441775,8.326672684688674e-17
crash,38,INTJ,band_hi,0.12,0.035620939091663056,0.035620939091663,5.551115123125783e-17
crash,38,INTJ,band_hi,0.2,0.19998798177667332,0.1999879817766733,2.7755575615628914e-17
crash,38,INTJ,band_lo,0.03,0.1604514122285184,0.1604514122285184,0.0
crash,38,INTJ,band_lo,0.05,0.15299931206404924,0.1529993120640492,2.7755575615628914e-17
crash,38,INTJ,band_lo,0.08,0.1626296175191047,0.1626296175191047,0.0
crash,38,INTJ,band_lo,0.12,0.1659541012804017,0.1659541012804017,0.0
crash,38,INTJ,band_lo,0.2,1.8977310980827777e-05,1.8977310980827777e-05,0.0
crash,38,INTJ,constant_mix,0.03,0.10008142229768349,0.1000814222976834,9.71445146547012e-17
crash,38,INTJ,constant_mix,0.05,0.09990219740135149,0.0999021974013514,9.71445146547012e-17
crash,38,INTJ,constant_mix,0.08,0.09911275847571824,0.0991127584757182,4.163336342344337e-17
crash,38,INTJ,constant_mix,0.12,0.0992590112193885,0.0992590112193885,0.0
crash,38,INTJ,constant_mix,0.2,0.09998394952070411,0.0999839495207041,1.3877787807814457e-17
crash,38,INTJ,mandate_conditional_oracle,0.03,0.01470694603905752,0.0147069460390575,1.9081958235744878e-17
crash,38,INTJ,mandate_conditional_oracle,0.05,0.002316999540864911,0.0023169995408649,1.1275702593849246e-17
crash,38,INTJ,mandate_conditional_oracle,0.08,0.0020386812306605107,0.0020386812306605,1.0842021724855044e-17
crash,38,INTJ,mandate_conditional_oracle,0.12,0.0022959705459491045,0.0022959705459491,4.336808689942018e-18
crash,38,INTJ,mandate_conditional_oracle,0.2,7.699383546055927e-05,7.699383546055927e-05,0.0
crash,38,INTJ,rule_analyst,0.03,0.06015173316118504,0.060151733161185,4.163336342344337e-17
crash,38,INTJ,rule_analyst,0.05,0.06688136512638368,0.0668813651263836,8.326672684688674e-17
crash,38,INTJ,rule_analyst,0.08,0.03855471263098479,0.0385547126309847,9.020562075079397e-17
crash,38,INTJ,rule_analyst,0.12,0.018958449381395515,0.0189584493813955,1.3877787807814457e-17
crash,38,INTJ,rule_analyst,0.2,7.80369416522042e-05,7.80369416522042e-05,0.0
crash,38,INTJ,rule_p_sma50,0.03,0.05003749285263309,0.050037492852633,9.020562075079397e-17
crash,38,INTJ,rule_p_sma50,0.05,0.03983506069695883,0.0398350606969588,2.7755575615628914e-17
crash,38,INTJ,rule_p_sma50,0.08,0.028353038202503945,0.0283530382025039,4.5102810375396984e-17
crash,38,INTJ,rule_p_sma50,0.12,0.00229445254463737,0.0022944525446373,7.025630077706069e-17
crash,38,INTJ,rule_p_sma50,0.2,1.897731098088329e-05,1.897731098088329e-05,0.0
crash,38,INTJ,rule_rsi,0.03,0.04352145588400512,0.0435214558840051,2.0816681711721685e-17
crash,38,INTJ,rule_rsi,0.05,0.039997321768488955,0.0399973217684889,5.551115123125783e-17
crash,38,INTJ,rule_rsi,0.08,0.04253050408824386,0.0425305040882438,6.245004513516506e-17
crash,38,INTJ,rule_rsi,0.12,0.02136658572965118,0.0213665857296511,7.979727989493313e-17
crash,38,INTJ,rule_rsi,0.2,1.89773109809388e-05,1.89773109809388e-05,0.0
crash,38,ISFJ,L5_full_level_free,0.03,0.057681332485318315,0.0576813324853183,1.3877787807814457e-17
crash,38,ISFJ,L5_full_level_free,0.05,0.06357924346681441,0.0635792434668144,1.3877787807814457e-17
crash,38,ISFJ,L5_full_level_free,0.08,0.05496275718404146,0.0549627571840414,5.551115123125783e-17
crash,38,ISFJ,L5_full_level_free,0.12,0.018054673107928004,0.018054673107928,3.469446951953614e-18
crash,38,ISFJ,L5_full_level_free,0.2,3.314637354501215e-05,3.314637354501215e-05,0.0
crash,38,ISFJ,L5_level_free,0.03,0.10292374685228801,0.102923746852288,1.3877787807814457e-17
crash,38,ISFJ,L5_level_free,0.05,0.07368672420452849,0.0736867242045284,8.326672684688674e-17
crash,38,ISFJ,L5_level_free,0.08,0.050383913054621775,0.0503839130546217,7.632783294297951e-17
crash,38,ISFJ,L5_level_free,0.12,0.020446043248389417,0.0204460432483894,1.734723475976807e-17
crash,38,ISFJ,L5_level_free,0.2,8.460450702019173e-06,8.460450702019173e-06,0.0
crash,38,ISFJ,always_hold,0.03,0.0955501285377873,0.0955501285377873,0.0
crash,38,ISFJ,always_hold,0.05,0.10024446779753386,0.1002444677975338,5.551115123125783e-17
crash,38,ISFJ,always_hold,0.08,0.10469962798149228,0.1046996279814922,8.326672684688674e-17
crash,38,ISFJ,always_hold,0.12,0.11300044819870016,0.1130004481987001,5.551115123125783e-17
crash,38,ISFJ,always_hold,0.2,0.1619220443302587,0.1619220443302587,0.0
crash,38,ISFJ,band_hi,0.03,0.043524591759304766,0.0435245917593047,6.938893903907228e-17
crash,38,ISFJ,band_hi,0.05,0.05091802500343838,0.0509180250034383,8.326672684688674e-17
crash,38,ISFJ,band_hi,0.08,0.04049690861001348,0.0404969086100134,8.326672684688674e-17
crash,38,ISFJ,band_hi,0.12,0.036005513977152646,0.0360055139771526,4.85722573273506e-17
crash,38,ISFJ,band_hi,0.2,0.19999920817345884,0.1999992081734588,5.551115123125783e-17
crash,38,ISFJ,band_lo,0.03,0.16027047094248567,0.1602704709424856,8.326672684688674e-17
crash,38,ISFJ,band_lo,0.05,0.15336161306684706,0.153361613066847,5.551115123125783e-17
crash,38,ISFJ,band_lo,0.08,0.16321501070269787,0.1632150107026978,5.551115123125783e-17
crash,38,ISFJ,band_lo,0.12,0.16605570046243054,0.1660557004624305,2.7755575615628914e-17
crash,38,ISFJ,band_lo,0.2,8.460450701908151e-06,8.460450701908151e-06,0.0
crash,38,ISFJ,constant_mix,0.03,0.10092521450315596,0.1009252145031559,5.551115123125783e-17
crash,38,ISFJ,constant_mix,0.05,0.10069174869799276,0.1006917486979927,5.551115123125783e-17
crash,38,ISFJ,constant_mix,0.08,0.10112990258399401,0.101129902583994,1.3877787807814457e-17
crash,38,ISFJ,constant_mix,0.12,0.09975379368605015,0.0997537936860501,5.551115123125783e-17
crash,38,ISFJ,constant_mix,0.2,0.09999581503587585,0.0999958150358758,4.163336342344337e-17
crash,38,ISFJ,mandate_conditional_oracle,0.03,0.014753354663765643,0.0147533546637656,4.336808689942018e-17
crash,38,ISFJ,mandate_conditional_oracle,0.05,0.0030287658305787114,0.0030287658305787,1.1275702593849246e-17
crash,38,ISFJ,mandate_conditional_oracle,0.08,0.0030762504222959057,0.0030762504222959,5.637851296924623e-18
crash,38,ISFJ,mandate_conditional_oracle,0.12,0.0018730246434145448,0.0018730246434145,4.466912950640278e-17
crash,38,ISFJ,mandate_conditional_oracle,0.2,3.2978316952703146e-05,3.2978316952703146e-05,0.0
crash,38,ISFJ,rule_analyst,0.03,0.06076472565912772,0.0607647256591277,2.0816681711721685e-17
crash,38,ISFJ,rule_analyst,0.05,0.06788992073158549,0.0678899207315854,9.71445146547012e-17
crash,38,ISFJ,rule_analyst,0.08,0.039737112976413,0.039737112976413,0.0
crash,38,ISFJ,rule_analyst,0.12,0.018672394733105235,0.0186723947331052,3.469446951953614e-17
crash,38,ISFJ,rule_analyst,0.2,3.237895509256017e-05,3.237895509256017e-05,0.0
crash,38,ISFJ,rule_p_sma50,0.03,0.050109626951445434,0.0501096269514454,3.469446951953614e-17
crash,38,ISFJ,rule_p_sma50,0.05,0.040633244275096424,0.0406332442750964,2.0816681711721685e-17
crash,38,ISFJ,rule_p_sma50,0.08,0.030044050172760673,0.0300440501727606,7.28583859910259e-17
crash,38,ISFJ,rule_p_sma50,0.12,0.003413094790797442,0.0034130947907974,4.206704429243757e-17
crash,38,ISFJ,rule_p_sma50,0.2,8.460450701908151e-06,8.460450701908151e-06,0.0
crash,38,ISFJ,rule_rsi,0.03,0.04142498662055709,0.041424986620557,9.020562075079397e-17
crash,38,ISFJ,rule_rsi,0.05,0.037961401293757226,0.0379614012937572,2.7755575615628914e-17
crash,38,ISFJ,rule_rsi,0.08,0.04021963715382612,0.0402196371538261,2.0816681711721685e-17
crash,38,ISFJ,rule_rsi,0.12,0.01876185311583069,0.0187618531158306,9.020562075079397e-17
crash,38,ISFJ,rule_rsi,0.2,8.460450701908151e-06,8.460450701908151e-06,0.0
crash,39,ENTJ,L5_full_level_free,0.03,0.05056021468736412,0.0505602146873641,2.0816681711721685e-17
crash,39,ENTJ,L5_full_level_free,0.05,0.0208955223880597,0.0208955223880597,0.0
crash,39,ENTJ,L5_full_level_free,0.08,0.0,0.0,0.0
crash,39,ENTJ,L5_full_level_free,0.12,0.0,0.0,0.0
crash,39,ENTJ,L5_full_level_free,0.2,0.0,0.0,0.0
crash,39,ENTJ,L5_level_free,0.03,0.032218237393102235,0.0322182373931022,3.469446951953614e-17
crash,39,ENTJ,L5_level_free,0.05,0.012954871346663966,0.0129548713466639,6.591949208711867e-17
crash,39,ENTJ,L5_level_free,0.08,0.0,0.0,0.0
crash,39,ENTJ,L5_level_free,0.12,0.0,0.0,0.0
crash,39,ENTJ,L5_level_free,0.2,0.0,0.0,0.0
crash,39,ENTJ,always_hold,0.03,0.13732210009368878,0.1373221000936887,8.326672684688674e-17
crash,39,ENTJ,always_hold,0.05,0.15002689434425837,0.1500268943442583,5.551115123125783e-17
crash,39,ENTJ,always_hold,0.08,0.1604083344168324,0.1604083344168324,0.0
crash,39,ENTJ,always_hold,0.12,0.1632205097574867,0.1632205097574867,0.0
crash,39,ENTJ,always_hold,0.2,0.17008261638626468,0.1700826163862646,8.326672684688674e-17
crash,39,ENTJ,band_hi,0.03,0.15588687297314294,0.1558868729731429,2.7755575615628914e-17
crash,39,ENTJ,band_hi,0.05,0.17892279885604545,0.1789227988560454,5.551115123125783e-17
crash,39,ENTJ,band_hi,0.08,0.19933586208021523,0.1993358620802152,2.7755575615628914e-17
crash,39,ENTJ,band_hi,0.12,0.19950652896674037,0.1995065289667403,8.326672684688674e-17
crash,39,ENTJ,band_hi,0.2,0.19983560058045977,0.1998356005804597,5.551115123125783e-17
crash,39,ENTJ,band_lo,0.03,0.04554455445544555,0.0455445544554455,4.85722573273506e-17
crash,39,ENTJ,band_lo,0.05,0.0208955223880597,0.0208955223880597,0.0
crash,39,ENTJ,band_lo,0.08,0.0,0.0,0.0
crash,39,ENTJ,band_lo,0.12,0.0,0.0,0.0
crash,39,ENTJ,band_lo,0.2,0.0,0.0,0.0
crash,39,ENTJ,constant_mix,0.03,0.10005092611277258,0.1000509261127725,8.326672684688674e-17
crash,39,ENTJ,constant_mix,0.05,0.09983165782833012,0.0998316578283301,1.3877787807814457e-17
crash,39,ENTJ,constant_mix,0.08,0.10038826935590969,0.1003882693559096,9.71445146547012e-17
crash,39,ENTJ,constant_mix,0.12,0.1001408687658718,0.1001408687658718,0.0
crash,39,ENTJ,constant_mix,0.2,0.09971941335744988,0.0997194133574498,8.326672684688674e-17
crash,39,ENTJ,mandate_conditional_oracle,0.03,0.02391529844994048,0.0239152984499404,7.979727989493313e-17
crash,39,ENTJ,mandate_conditional_oracle,0.05,0.0004009705172650331,0.000400970517265,3.312237636943216e-17
crash,39,ENTJ,mandate_conditional_oracle,0.08,0.0,0.0,0.0
crash,39,ENTJ,mandate_conditional_oracle,0.12,0.0,0.0,0.0
crash,39,ENTJ,mandate_conditional_oracle,0.2,0.0,0.0,0.0
crash,39,ENTJ,rule_analyst,0.03,0.04160066505634254,0.0416006650563425,3.469446951953614e-17
crash,39,ENTJ,rule_analyst,0.05,0.029745299441069815,0.0297452994410698,1.3877787807814457e-17
crash,39,ENTJ,rule_analyst,0.08,0.015215202162729072,0.015215202162729,7.28583859910259e-17
crash,39,ENTJ,rule_analyst,0.12,0.01883786934433123,0.0188378693443312,3.122502256758253e-17
crash,39,ENTJ,rule_analyst,0.2,0.016104868456968874,0.0161048684569688,7.28583859910259e-17
crash,39,ENTJ,rule_p_sma50,0.03,0.07173506441856291,0.0717350644185629,1.3877787807814457e-17
crash,39,ENTJ,rule_p_sma50,0.05,0.06819024481724112,0.0681902448172411,1.3877787807814457e-17
crash,39,ENTJ,rule_p_sma50,0.08,0.04578344751101419,0.0457834475110141,9.020562075079397e-17
crash,39,ENTJ,rule_p_sma50,0.12,0.02365221011009569,0.0236522101100956,9.020562075079397e-17
crash,39,ENTJ,rule_p_sma50,0.2,0.0,0.0,0.0
crash,39,ENTJ,rule_rsi,0.03,0.08008565614587924,0.0800856561458792,4.163336342344337e-17
crash,39,ENTJ,rule_rsi,0.05,0.0674574997305593,0.0674574997305593,0.0
crash,39,ENTJ,rule_rsi,0.08,0.04591094481439783,0.0459109448143978,2.7755575615628914e-17
crash,39,ENTJ,rule_rsi,0.12,0.028209272474107778,0.0282092724741077,7.632783294297951e-17
crash,39,ENTJ,rule_rsi,0.2,0.0,0.0,0.0
crash,39,INTJ,L5_full_level_free,0.03,0.05301628628479275,0.0530162862847927,4.85722573273506e-17
crash,39,INTJ,L5_full_level_free,0.05,0.02362827197358962,0.0236282719735896,2.0816681711721685e-17
crash,39,INTJ,L5_full_level_free,0.08,0.0028617246405698007,0.0028617246405698,8.673617379884035e-19
crash,39,INTJ,L5_full_level_free,0.12,0.0033639179652796623,0.0033639179652796,6.245004513516506e-17
crash,39,INTJ,L5_full_level_free,0.2,0.003488565523849656,0.0034885655238496,5.594483210025203e-17
crash,39,INTJ,L5_level_free,0.03,0.03515917845258396,0.0351591784525839,6.245004513516506e-17
crash,39,INTJ,L5_level_free,0.05,0.016173068857182428,0.0161730688571824,2.7755575615628914e-17
crash,39,INTJ,L5_level_free,0.08,0.0028617246405697847,0.0028617246405697,8.456776945386935e-17
crash,39,INTJ,L5_level_free,0.12,0.0033639179652796623,0.0033639179652796,6.245004513516506e-17
crash,39,INTJ,L5_level_free,0.2,0.003488565523849665,0.0034885655238496,6.505213034913027e-17
crash,39,INTJ,always_hold,0.03,0.1818348279373213,0.1818348279373213,0.0
crash,39,INTJ,always_hold,0.05,0.20893233247682058,0.2089323324768205,8.326672684688674e-17
crash,39,INTJ,always_hold,0.08,0.23140856514397629,0.2314085651439762,8.326672684688674e-17
crash,39,INTJ,always_hold,0.12,0.2362982218161056,0.2362982218161056,0.0
crash,39,INTJ,always_hold,0.2,0.2479808276261601,0.2479808276261601,0.0
crash,39,INTJ,band_hi,0.03,0.1553530406808845,0.1553530406808845,0.0
crash,39,INTJ,band_hi,0.05,0.17888698634272301,0.178886986342723,2.7755575615628914e-17
crash,39,INTJ,band_hi,0.08,0.19927454436667957,0.1992745443666795,8.326672684688674e-17
crash,39,INTJ,band_hi,0.12,0.19911329315445028,0.1991132931544502,8.326672684688674e-17
crash,39,INTJ,band_hi,0.2,0.19894748309309057,0.1989474830930905,8.326672684688674e-17
crash,39,INTJ,band_lo,0.03,0.048051865950993554,0.0480518659509935,5.551115123125783e-17
crash,39,INTJ,band_lo,0.05,0.02362827198104266,0.0236282719810426,5.898059818321144e-17
crash,39,INTJ,band_lo,0.08,0.0028617246405697964,0.0028617246405697,9.627715291671279e-17
crash,39,INTJ,band_lo,0.12,0.0033639179652796545,0.0033639179652796,5.4643789493269423e-17
crash,39,INTJ,band_lo,0.2,0.003488565523849656,0.0034885655238496,5.594483210025203e-17
crash,39,INTJ,constant_mix,0.03,0.10027024367973603,0.100270243679736,2.7755575615628914e-17
crash,39,INTJ,constant_mix,0.05,0.09974556477466873,0.0997455647746687,2.7755575615628914e-17
crash,39,INTJ,constant_mix,0.08,0.09925128903296482,0.0992512890329648,1.3877787807814457e-17
crash,39,INTJ,constant_mix,0.12,0.09908486676690943,0.0990848667669094,2.7755575615628914e-17
crash,39,INTJ,constant_mix,0.2,0.09891254015444403,0.098912540154444,2.7755575615628914e-17
crash,39,INTJ,mandate_conditional_oracle,0.03,0.0269726824370336,0.0269726824370336,0.0
crash,39,INTJ,mandate_conditional_oracle,0.05,0.0026374853966684726,0.0026374853966684,7.24247051220317e-17
crash,39,INTJ,mandate_conditional_oracle,0.08,0.0028628407751868025,0.0028628407751868,2.6020852139652106e-18
crash,39,INTJ,mandate_conditional_oracle,0.12,0.0033639170982872717,0.0033639170982872,7.155734338404329e-17
crash,39,INTJ,mandate_conditional_oracle,0.2,0.0034885655245167867,0.0034885655245167,8.673617379884035e-17
crash,39,INTJ,rule_analyst,0.03,0.043870907665634416,0.0438709076656344,1.3877787807814457e-17
crash,39,INTJ,rule_analyst,0.05,0.03240941531151345,0.0324094153115134,4.85722573273506e-17
crash,39,INTJ,rule_analyst,0.08,0.018118417132006147,0.0181184171320061,4.85722573273506e-17
crash,39,INTJ,rule_analyst,0.12,0.02225315591961196,0.0222531559196119,5.898059818321144e-17
crash,39,INTJ,rule_analyst,0.2,0.019219626022076768,0.0192196260220767,6.591949208711867e-17
crash,39,INTJ,rule_p_sma50,0.03,0.072964339455508,0.072964339455508,0.0
crash,39,INTJ,rule_p_sma50,0.05,0.07021738125094104,0.070217381250941,4.163336342344337e-17
crash,39,INTJ,rule_p_sma50,0.08,0.04817182449999537,0.0481718244999953,6.938893903907228e-17
crash,39,INTJ,rule_p_sma50,0.12,0.026403077926285025,0.026403077926285,2.42861286636753e-17
crash,39,INTJ,rule_p_sma50,0.2,0.0034885661350703722,0.0034885661350703,7.24247051220317e-17
crash,39,INTJ,rule_rsi,0.03,0.08044446552439176,0.0804444655243917,5.551115123125783e-17
crash,39,INTJ,rule_rsi,0.05,0.0683938080193506,0.0683938080193506,0.0
crash,39,INTJ,rule_rsi,0.08,0.04782058712309937,0.0478205871230993,6.938893903907228e-17
crash,39,INTJ,rule_rsi,0.12,0.030855597604392673,0.0308555976043926,7.28583859910259e-17
crash,39,INTJ,rule_rsi,0.2,0.0036417181758480587,0.003641718175848,5.854691731421724e-17
crash,39,ISFJ,L5_full_level_free,0.03,0.053010306832415525,0.0530103068324155,2.7755575615628914e-17
crash,39,ISFJ,L5_full_level_free,0.05,0.023853960455813967,0.0238539604558139,6.591949208711867e-17
crash,39,ISFJ,L5_full_level_free,0.08,0.0031288503523536136,0.0031288503523536,1.3444106938820255e-17
crash,39,ISFJ,L5_full_level_free,0.12,0.003331259756032709,0.0033312597560327,9.107298248878237e-18
crash,39,ISFJ,L5_full_level_free,0.2,0.003303038221943817,0.0033030382219438,1.691355389077387e-17
crash,39,ISFJ,L5_level_free,0.03,0.03500926850724024,0.0350092685072402,4.163336342344337e-17
crash,39,ISFJ,L5_level_free,0.05,0.01598350434099394,0.0159835043409939,4.163336342344337e-17
crash,39,ISFJ,L5_level_free,0.08,0.003128850352353618,0.0031288503523536,1.7780915628762273e-17
crash,39,ISFJ,L5_level_free,0.12,0.0033312597560327247,0.0033312597560327,2.47198095326695e-17
crash,39,ISFJ,L5_level_free,0.2,0.0033030382219438347,0.0033030382219438,3.469446951953614e-17
crash,39,ISFJ,always_hold,0.03,0.1452776172628247,0.1452776172628247,0.0
crash,39,ISFJ,always_hold,0.05,0.1600450862007084,0.1600450862007084,0.0
crash,39,ISFJ,always_hold,0.08,0.1724363726474631,0.1724363726474631,0.0
crash,39,ISFJ,always_hold,0.12,0.17478150750799276,0.1747815075079927,5.551115123125783e-17
crash,39,ISFJ,always_hold,0.2,0.18032369925087768,0.1803236992508776,8.326672684688674e-17
crash,39,ISFJ,band_hi,0.03,0.15588319871144296,0.1558831987114429,5.551115123125783e-17
crash,39,ISFJ,band_hi,0.05,0.17961976702561255,0.1796197670256125,5.551115123125783e-17
crash,39,ISFJ,band_hi,0.08,0.20014022837598613,0.2001402283759861,2.7755575615628914e-17
crash,39,ISFJ,band_hi,0.12,0.1996564726607606,0.1996564726607606,0.0
crash,39,ISFJ,band_hi,0.2,0.19981749473991728,0.1998174947399172,8.326672684688674e-17
crash,39,ISFJ,band_lo,0.03,0.0478383636694625,0.0478383636694625,0.0
crash,39,ISFJ,band_lo,0.05,0.02385396045581417,0.0238539604558141,7.28583859910259e-17
crash,39,ISFJ,band_lo,0.08,0.0031288503523536114,0.0031288503523536,1.1275702593849246e-17
crash,39,ISFJ,band_lo,0.12,0.0033312597560327065,0.0033312597560327,6.5052130349130266e-18
crash,39,ISFJ,band_lo,0.2,0.003303038221943817,0.0033030382219438,1.691355389077387e-17
crash,39,ISFJ,constant_mix,0.03,0.10034322204845923,0.1003432220484592,2.7755575615628914e-17
crash,39,ISFJ,constant_mix,0.05,0.09970528721798963,0.0997052872179896,2.7755575615628914e-17
crash,39,ISFJ,constant_mix,0.08,0.09992492835783104,0.099924928357831,4.163336342344337e-17
crash,39,ISFJ,constant_mix,0.12,0.09969058274474858,0.0996905827447485,8.326672684688674e-17
crash,39,ISFJ,constant_mix,0.2,0.09977636412988375,0.0997763641298837,5.551115123125783e-17
crash,39,ISFJ,mandate_conditional_oracle,0.03,0.02672878136367983,0.0267287813636798,2.7755575615628914e-17
crash,39,ISFJ,mandate_conditional_oracle,0.05,0.002998651513892454,0.0029986515138924,5.377642775528102e-17
crash,39,ISFJ,mandate_conditional_oracle,0.08,0.0030027591289948,0.0030027591289948,0.0
crash,39,ISFJ,mandate_conditional_oracle,0.12,0.0033312354295037564,0.0033312354295037,5.637851296924623e-17
crash,39,ISFJ,mandate_conditional_oracle,0.2,0.003303038238888538,0.0033030382388885,3.8163916471489756e-17
crash,39,ISFJ,rule_analyst,0.03,0.043652416797913395,0.0436524167979133,9.71445146547012e-17
crash,39,ISFJ,rule_analyst,0.05,0.032331126277632495,0.0323311262776324,9.71445146547012e-17
crash,39,ISFJ,rule_analyst,0.08,0.018208112334232997,0.0182081123342329,9.71445146547012e-17
crash,39,ISFJ,rule_analyst,0.12,0.022000822108661614,0.0220008221086616,1.3877787807814457e-17
crash,39,ISFJ,rule_analyst,0.2,0.019128516909055912,0.0191285169090559,1.0408340855860843e-17
crash,39,ISFJ,rule_p_sma50,0.03,0.07248237095946623,0.0724823709594662,2.7755575615628914e-17
crash,39,ISFJ,rule_p_sma50,0.05,0.07040905454759112,0.0704090545475911,2.7755575615628914e-17
crash,39,ISFJ,rule_p_sma50,0.08,0.04845272831803414,0.0484527283180341,4.163336342344337e-17
crash,39,ISFJ,rule_p_sma50,0.12,0.026364251056791643,0.0263642510567916,4.163336342344337e-17
crash,39,ISFJ,rule_p_sma50,0.2,0.0033030377019245315,0.0033030377019245,3.165870343657673e-17
crash,39,ISFJ,rule_rsi,0.03,0.08249581616049248,0.0824958161604924,8.326672684688674e-17
crash,39,ISFJ,rule_rsi,0.05,0.07029395709004538,0.0702939570900453,8.326672684688674e-17
crash,39,ISFJ,rule_rsi,0.08,0.048524218114595626,0.0485242181145956,2.7755575615628914e-17
crash,39,ISFJ,rule_rsi,0.12,0.03098892757520259,0.0309889275752025,9.020562075079397e-17
crash,39,ISFJ,rule_rsi,0.2,0.0034280328696444863,0.0034280328696444,8.630249292984615e-17
crash,40,ENTJ,L5_full_level_free,0.03,0.03585527944679839,0.0358552794467983,9.020562075079397e-17
crash,40,ENTJ,L5_full_level_free,0.05,0.020253699387254298,0.0202536993872542,9.71445146547012e-17
crash,40,ENTJ,L5_full_level_free,0.08,0.0,0.0,0.0
crash,40,ENTJ,L5_full_level_free,0.12,0.0,0.0,0.0
crash,40,ENTJ,L5_level_free,0.03,0.037604934518219044,0.037604934518219,4.163336342344337e-17
crash,40,ENTJ,L5_level_free,0.05,0.020253699387254298,0.0202536993872542,9.71445146547012e-17
crash,40,ENTJ,L5_level_free,0.08,0.0,0.0,0.0
crash,40,ENTJ,L5_level_free,0.12,0.0,0.0,0.0
crash,40,ENTJ,always_hold,0.03,0.13970470477761918,0.1397047047776191,8.326672684688674e-17
crash,40,ENTJ,always_hold,0.05,0.15202453411526426,0.1520245341152642,5.551115123125783e-17
crash,40,ENTJ,always_hold,0.08,0.17457629202914046,0.1745762920291404,5.551115123125783e-17
crash,40,ENTJ,always_hold,0.12,0.1880872427359308,0.1880872427359308,0.0
crash,40,ENTJ,band_hi,0.03,0.1729027680228431,0.1729027680228431,0.0
crash,40,ENTJ,band_hi,0.05,0.1872555700034165,0.1872555700034165,0.0
crash,40,ENTJ,band_hi,0.08,0.2006189512503813,0.2006189512503813,0.0
