seed,det_len,panic_len,front_load,delta,D_V,setup_len,schedule_mode,rejected,depth,duration,rise,onset_lag_before_event
281466,9,73,0.30997686045535705,0.7099292887713275,0.17145265688683978,108,v21,0,-0.4788997799109799,84.0,28.0,-4.0
281467,5,35,0.2045716746793404,0.6754629746703803,0.24046907670098464,90,v21,0,-0.5688963879849023,122.0,101.0,80.0
281468,8,22,0.3129872705920828,0.7115721392596607,0.12384958142126307,59,v21,1,,,,
281469,6,49,0.1746811560065874,0.5834152372310091,0.1308600557441983,58,v21,0,-0.542733803220284,55.0,87.0,-2.0
281470,13,67,0.5190880592326033,0.6686547598992171,0.2360671206705282,110,v21,0,-0.6283575364085523,117.0,80.0,47.0
281471,13,68,0.15531938617670427,0.7913172366902429,0.2785969600495265,54,v21,0,-0.6173245598402235,48.0,69.0,13.0
281472,9,65,0.26441423251509305,0.6133085878323589,0.17910774225448567,68,v21,0,-0.5826139832339119,63.0,49.0,-3.0
281473,6,15,0.4694270363340486,0.767556699591569,0.19440419135555628,62,v21,0,-0.5568373847424473,49.0,36.0,15.0
281474,8,88,0.23747566874983222,0.7235075730071635,0.15448692795360675,88,v21,0,-0.4360583685204804,43.0,35.0,-55.0
281475,4,84,0.2219793407797741,0.81960476869945,0.18621904010307097,67,v21,0,-0.535347379050434,32.0,18.0,-64.0
281476,10,17,0.562510217175718,0.7851085548263652,0.27367910135426254,65,v21,0,-0.5728601227274699,38.0,36.0,0.0
281477,6,34,0.23635340843891656,0.8436040659862504,0.2853937869250611,91,v21,0,-0.5189001913526411,109.0,19.0,-1.0
281478,8,17,0.5077941777215302,0.9208641214170723,0.273932988612636,100,v21,0,-0.4489133582816509,86.0,17.0,-2.0
281479,8,33,0.13361221598918438,0.5573381786760662,0.10371855517388623,97,v21,0,,,,
281480,25,93,0.2321504067159359,0.7346049984285055,0.10165062591297208,57,v21,1,,,,
281481,4,92,0.42533780228970713,0.9465502432981044,0.2936176177774138,94,v21,0,,,,
281482,4,82,0.3322912980041396,0.773523538801127,0.14190983918815886,68,v21,0,-0.4046105908144769,86.0,52.0,-2.0
281483,10,64,0.1051507676763086,0.7556446448290829,0.10141662851747582,55,v21,0,-0.47523284656002474,80.0,7.0,-51.0
281484,8,17,0.5219400731443805,0.9137556363712599,0.2874003751638988,60,v21,0,-0.5089254535262169,58.0,35.0,15.0
281485,5,34,0.11150632550986432,0.605280510384653,0.13678158736420087,81,v21,0,-0.5016577282249528,108.0,77.0,54.0
281486,23,79,0.19716221047871904,0.7970533154891666,0.2166676196789834,64,v21,0,,,,
281487,3,66,0.29507016688074295,0.8129705627398999,0.2194594045382951,109,v21,1,-0.6246557142778102,81.0,64.0,44.0
281488,6,51,0.09116799932403301,0.6012430052288129,0.16250387954230824,53,v21,0,-0.5104674850430104,93.0,121.0,9.0
281489,10,28,0.11953829430132992,0.716626610025864,0.19686549890059185,68,v21,0,-0.5189041043629408,50.0,92.0,-1.0
281490,13,20,0.20691524323248034,0.8631865588567676,0.2609781541962509,93,v21,0,-0.4827578663798793,112.0,29.0,-2.0
281491,14,64,0.12516879762392938,0.8839669042413959,0.22956210868820795,68,v21,0,,,,
281492,8,35,0.2607260033519197,0.9094837324788512,0.2553688185243007,91,v21,0,-0.4152235021354037,97.0,48.0,25.0
281493,6,77,0.29960172006090424,0.8359467299938853,0.2093881384101278,107,v21,0,-0.6404274432163743,115.0,120.0,31.0
281494,7,18,0.2788795083829996,0.7905181735334337,0.1509958395064584,86,v21,0,-0.4775040617921341,28.0,16.0,-2.0
281495,26,64,0.09224391665159275,0.7640995424485703,0.23263923304543205,100,v21,0,-0.3713858400912008,48.0,65.0,10.0
281496,4,17,0.4425866112005611,0.771802847381677,0.11425905519669602,104,v21,0,-0.39746377407255706,110.0,30.0,7.0
281497,15,69,0.34747177525521517,0.8386741293585845,0.22354245006063053,106,v21,0,,,,
281498,7,91,0.5310325643049312,0.8561519682735796,0.2262468382374405,60,v21,0,-0.3746127745953687,45.0,91.0,24.0
281499,6,57,0.091234270818785,0.8266920915459366,0.17072594558686302,75,v21,0,-0.5026120668777736,86.0,85.0,21.0
